"Julianne.337.COL_S269_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.COL_S271_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.COL_S265_L001_R1_001_F_filt.fastq.gz"	"Julianne.544.COL_S255_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.COL_S260_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.COL_S270_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.COL_S258_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.COL_S272_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.COL_S254_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.COL_S247_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.579.COL_S159_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.604.COL_S166_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.COL_S133_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.COL_S157_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.COL_S259_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.COL_S266_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.COL_S257_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.COL_S282_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.COL_S284_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.COL_S253_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.COL_S248_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.665.COL_S180_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.667.COL_S173_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.COL_S151_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.COL_S141_L001_R1_001_F_filt.fastq.gz"	"Julianne.540.COL_S267_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.COL_S268_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.COL_S256_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.COL_S283_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.838.COL_S128_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.COL_S149_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.923.COL_S135_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.924.COL_S143_L001_R1_001_F_filt.fastq.gz"
"PWY-6612"	8831.52264685093	1443.5941284242	5998.92820819245	4622.33907089979	2690.69489149351	6063.98251473366	4676.6707261623	2827.41377395384	4404.51311267119	2175.80653059618	1627.05024939886	2853.97807561776	2524.31239545911	3282.66695248679	1639.01310448473	2346.32568581322	2472.19483186094	3516.03249185549	3129.95177292743	2582.37220398905	2711.94990888151	7295.67486052126	1974.73575647394	1674.28472905569	4274.18857904475	3705.85159164866	3041.10227093529	7090.82511323003	11566.1303076985	2504.34529785881	2092.45091047782	3022.86097283315	3033.02510561654
"PWY-6628"	846.980503226854	352.695933855405	1096.97480073296	917.135967725691	530.650279407563	2787.15970988476	1382.3662329406	762.587337737273	397.490201506196	1828.08196301394	689.837021493318	588.830197010909	575.08656147622	459.035014487442	223.674553356908	1200.91559048136	518.455020803128	1253.74854512942	1591.92630307391	656.115509717785	1706.2592803812	1475.09823545884	349.143635690362	399.336103684066	3923.12910852324	4410.2067139439	675.471079750223	1085.68132481724	2728.18141749153	1250.54435448995	359.072039074784	1075.53121298437	776.748629842489
"PWY-6629"	0	0	10.3091127477864	0	0	0	0	0	0	0	0	0	0	18.7737788217342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.854813363055	0	0	0	0
"PWY-6630"	840.626829212802	348.317443547881	1090.85877288437	906.452402855065	528.27947950858	2736.50451060311	1329.22303352081	747.312409092175	397.368119907824	1769.75938491356	668.747796535869	580.303935450298	571.657827988051	457.554634960559	223.105088530984	1187.58435650312	516.910445699733	1246.72233324943	1570.18416682281	651.441791117478	1665.71214487876	1466.63014305386	344.59151370177	398.466945616839	3826.88027190125	4160.76654685224	673.575319601986	1080.19478011569	2712.20211574869	1233.48023406449	357.453004980887	1064.55358604684	770.784212872587
"PWY-6690"	0	0	2.33455752212389	0	0	0	0	0	0	0	0	0	0	1.71272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5018181818182	0	0	0	0
"PWY-6700"	7606.41570452927	2323.23969105068	5906.7316326571	4606.47745569561	4495.52612423095	6336.11299218307	5282.08725180413	3591.7586637033	2219.77069425776	4065.29247294422	2200.07527703153	3345.046770433	3155.18939429009	2308.22342662074	2255.50051099874	4877.00032833027	3884.02988859735	5502.77665105171	4853.77192261691	3748.71258787496	4148.4723257911	8673.96720020995	2484.49851961866	2321.88876432178	4407.07028903886	4611.99736330194	4035.74250313212	6577.2324428274	10710.1009509144	2834.4419589963	2822.37706645478	4092.96100525405	4430.57473839528
"PWY-6703"	5900.57946502176	1587.86847207965	4472.41560899646	3308.10006562638	2504.32174129171	4318.40762577444	4115.20227030832	2605.07567111277	1467.72476565243	3153.6873415138	1518.41418397331	2440.96744487765	2165.46719142093	1754.05606717297	1597.54577985271	2685.4061920305	2877.41019066061	3300.23823171163	3145.9438044972	2627.27021111024	2954.37264274443	6619.59829440712	1839.64456000619	1579.90928573351	3750.44795890632	3509.16413557062	2726.00488220917	4954.05752134902	8974.06930616084	2070.62581779687	2068.54390865412	3092.74880194674	3361.46048478703
"PWY-6708"	17.2992959891963	14.4324679019892	2.14796396817582	0	29.2991294424655	0	0	59.444198831175	0	82.2673075683253	28.2538677004234	19.67942706993	31.7950335926176	5.57708898324734	21.316059048423	0	0	27.0674157051805	0	241.095263517569	238.21478596577	115.188259689994	0	0	170.123860217625	0	31.3631674051607	157.568119064465	65.7414839845744	247.752805398806	48.845926791754	0	12.3170707993047
"PWY-6728"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8469260091312	0	0	0	0
"PWY-6737"	13184.4607043694	4425.90408385768	10904.4863911055	8589.04103139651	7179.69343886476	10444.5416280418	7933.99906872025	5597.74520992239	12558.6607755376	6336.44064458422	3645.23986824296	5359.30060555593	5857.24327771957	6519.6102881741	5910.10641959158	6690.69910691106	8703.83619807496	9550.60294165049	8183.60828400514	7396.90184695667	6627.69379891596	18828.7325120409	4108.17527394572	5358.79271477652	8196.95199771996	8872.96445758662	10174.895980134	13078.7968663902	16411.251588179	6082.55877132952	6179.71597616032	7438.82355064564	7679.67890981939
"PWY-6749"	123.903234611192	137.764015517318	51.863944820546	89.5607620028683	268.875674003931	22.6415114489251	258.523095304379	29.9212963849176	87.6534318114437	402.299279845466	0	9.33257582389322	223.133930127054	0	274.518346348996	78.9556770491662	100.017527806859	140.254576923016	98.0381629651706	148.733858812682	221.421787579166	301.713030032663	9.33023270769477	29.2610927092886	61.7068712364683	314.094649296223	342.819896484557	213.222395381872	2687.02768764309	708.477801612136	277.95138271693	361.346059326652	327.324185279671
"PWY-6876"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6891"	78.3687067712095	0	445.535004441726	467.376894013986	0	908.411698598115	61.9169169511313	94.4270399553739	171.486717226648	31.0605956709463	4.79338788399676	66.3490635226689	66.2950908304927	93.0492830263116	73.375162450766	33.426837219154	138.860305057222	313.609849823062	225.992701242083	47.6186126477282	122.665070771038	438.400663457406	0	170.285216315024	122.9142568946	4.79682554410881	125.140404796649	191.602692762679	1370.34184289575	56.9426809286239	114.977983093273	196.354995684047	217.005200385956
"PWY-6892"	4341.36267488375	2468.48255776168	6165.10548547786	4273.62449945391	3547.51454491527	6025.14267719314	4593.03990842482	3342.43212289845	3056.621197462	4034.19548103149	2006.40039870478	2982.65578236002	2871.97621986439	2708.41823669078	3153.04984514416	3696.09587135288	4258.90858537203	4657.45014865167	4502.68708313362	3577.99896385877	4109.63888509948	9325.96180561293	2417.54686598487	2461.83321307705	4658.92793687635	4149.53391070743	4647.26474615756	8045.07935763685	10920.8459525124	2955.55714899615	3099.42673078215	4441.23445784069	4617.14782941344
"PWY-6895"	374.367180958064	0	1710.17792306525	1621.51834781967	0	2686.61173787974	296.116474918654	425.914543338986	704.702193208764	150.612531730995	23.7433540062637	306.934263565592	304.417144015772	414.809882165722	325.698610297481	161.260576769736	597.351957910541	1223.58865662345	923.993857539863	225.049397736371	548.422168737568	1833.77684311962	0	626.493814487806	554.801602402245	23.892717345379	537.281786906511	859.716036308602	4622.03739350907	265.784296846295	489.885334826404	820.79157984951	896.504418253409
"PWY-6897"	7637.06827856678	3366.98274012271	7277.76494184873	4277.83279705223	4905.20781685535	7303.95841952425	5650.18607504883	3525.16067080073	5802.28635344228	4045.31928425529	2091.52295069625	3414.40028842585	3790.81704191621	4212.07224364321	3835.47486771194	3812.67279934739	4930.93932901046	5058.35728847498	4019.23392509766	3293.12339506715	4269.76904582243	9972.12754822109	2658.9725814207	3326.68716987175	4659.91239627225	5181.75613814579	4694.17406919459	7095.29104265773	10872.9767360179	4259.27488228566	3060.08881397123	4595.10820013609	4455.56283959242
"PWY-6901"	5586.50263256958	4606.52920325562	7909.36854440211	2558.76626934115	6425.55386669554	10036.1037785519	4885.08667199121	3135.62720766767	3389.64274476868	2986.76334621385	2670.85481248472	3039.02826961902	4033.66089807946	5313.88796392229	3697.99725639457	5280.26140419145	2860.18045334019	4779.750872291	3104.31439356931	3350.23887925744	3997.68358742153	7323.85328655775	2733.62512609355	2890.01243404854	2343.54393496041	4674.58602265055	2314.36283709076	5674.98944674974	11809.0524171679	4893.95058582142	2417.53341078135	4336.70106799918	4176.93413126695
"PWY-6906"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6944"	4.63953567584506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6969"	7009.92561370762	1746.13110111876	7195.8738519617	3668.52575737351	3618.58868925763	6465.41679662126	3823.71180754536	3039.50521443183	3046.88725120001	3605.46594782785	1796.13074502845	2795.58044300265	3147.78405015882	2979.61701584298	2073.80251168834	3651.10466709942	3163.00587315573	4764.6421164826	4255.90864362875	3274.93501456275	3283.31606022216	9499.53610897448	2038.36203547608	2218.82262533275	4569.1738075678	4134.31877284272	3182.03150160969	7297.2713719914	13868.1794097891	3203.72722682003	2845.07998910687	3977.4326097748	4235.75024476517
"PWY-7003"	939.676295438679	460.38948125667	2702.01093145015	1078.38088381327	1189.13267890486	1658.00458818906	1226.19195507365	890.112470831736	1222.9777400475	236.706301826358	617.228437152574	1020.03701149381	1052.29925497804	696.407945661489	689.890393804828	1273.11689345694	2020.03002033711	1363.9940174681	1629.9317442544	617.360485372896	1087.64688364453	4456.26416527877	452.169649156296	722.274990637931	488.930688041947	19.7403727904895	2047.56814041891	3431.56600739283	227.587692843308	1269.12897455157	1665.33689908342	1547.41380519344	1563.3895311453
"PWY-7007"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7013"	697.525612989273	99.7111617307291	344.685267967115	179.185109844175	284.170455741653	67.9087587916892	159.040391280455	279.171810284675	242.128334344574	1436.18755231795	67.8065479178799	75.7823409764226	208.251324361453	0	245.731396813185	291.543591363942	416.044259162096	399.30681363598	581.098578312071	71.8721305846671	1470.84386976802	746.374964484416	83.6572657223074	150.86523849165	143.179894765818	0	1316.17398871461	577.968324005109	0	121.433692150546	251.379568502389	1175.85383356773	1006.39845069842
"PWY-7090"	50.8951735251033	0	89.0915131019257	10.5122049687021	27.833603676147	35.3816911918476	0	38.6273335390515	58.3568615011433	28.1261548537173	0	9.05125870446013	59.5845525561004	32.8197324053969	14.2214052292173	0	68.1345743673475	56.7899571780209	55.774632507959	35.3129161118509	43.6919368843595	81.9237284761997	8.73066192451053	48.3732469737238	5.00224302847796	0	78.7031279467221	92.0654456169702	0	76.641748324752	40.7406534093481	35.090381216552	70.3006244514887
"PWY-7094"	13.4709207837936	0	0	0	0	0	0	16.9386884411071	0	0	0	0	0	5.02875315559273	0	0	0	0	0	0	0	17.7339013206539	0	0	3.42760525551398	0	0	0	5.67815747371002	0	0	9.57426186591962	0
"PWY-7097"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7098"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7111"	13824.1445580003	4821.17082447988	13158.1724867179	9597.98829951725	7847.5768017364	12280.1239576696	8497.24740648589	6376.4394062854	14485.2687568237	7074.83448432292	3909.00927205019	6163.68614035924	6628.45257040772	7273.17070492121	7082.57544980284	7254.8289323658	10062.209457381	11251.8719552959	9289.72847518597	8227.89511558552	7404.73013740193	22918.2567348664	4590.16520318997	6573.55092008178	8965.92620325162	7423.75425170696	11319.9812085621	15369.2230764629	19144.1008428401	7408.28472737097	7654.12399164585	8475.83623482088	8700.3345618665
"PWY-7159"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7184"	4093.34599437845	5281.92479982098	5684.51905246131	6642.65579999624	7046.68771085684	11619.4057817783	4323.70421478003	4924.22700378324	3270.6842349126	2614.11954750095	4337.93273994597	3834.86916317102	3525.89031916428	3753.65935513374	3977.00957607381	4694.83369746676	3762.32850107105	3560.46210283133	4921.37663304188	6825.93248320325	3185.0510170436	8013.03093178818	2970.13612707928	2063.30297484906	3461.64585826814	3825.17407096913	8345.44716436642	6560.58842546377	7587.57929305853	4113.98851929534	3903.7857378971	3374.05478793388	3232.29834079938
"PWY-7187"	5474.75224405479	5568.86403610609	7028.64268869663	7484.1510763428	8123.50720410498	12373.9816886588	5225.28725628452	5405.49739210314	4755.18282007286	3481.88235696884	4628.29311879759	4657.6844036889	4489.33858206219	4963.93331439123	4711.33820546132	6064.79478171784	4923.36689631364	5142.77946253943	5981.57979085887	7518.44607232839	4334.08161899701	10140.8485374497	3603.72343687994	2967.19836481499	4561.37346852959	4821.43186911954	9387.35024564749	7855.7562254674	7956.22264888624	5008.80679626086	4508.19512799778	4413.90856609674	4116.09621880271
"PWY-7196"	6057.16166118307	5968.08718443991	7815.52516501448	8485.3682937669	8482.89938979399	13285.7907176219	5746.66818344467	5956.99788296879	5239.25286371846	3588.47995125174	4817.35024881787	4837.76957080064	4502.69431623478	4951.22665616057	5196.48875910058	5826.28732036264	5306.70997545229	4905.49124489851	6501.79626759458	8366.34758212566	4195.33610393834	11318.4724879474	3739.22523701022	2828.47079682385	4494.67158987688	4865.78202669214	10525.612994206	9322.10768717637	13220.8397522677	5217.60350423907	5207.84850564568	4662.67306733285	4634.10635933813
"PWY-7197"	3462.16194461093	4700.69189861702	5039.15885568393	5933.31222430718	6292.76127635296	10441.4083580368	3713.59505281232	4376.46778868327	3002.87948556453	2255.416196407	3826.40200682891	3353.16046375696	3131.06906255223	3344.44523070425	3570.4587907275	4135.52861024858	3375.80716145396	3178.14034851724	4418.46721003856	6131.51647918206	2785.66924098877	7097.8428854525	2582.03724979598	1847.64023646522	3174.81264661458	3401.33548043692	7693.97364792351	5853.35680093264	10407.0125628508	3646.67706118767	3522.03173174992	2982.51669269474	2839.4116385557
"PWY-7198"	0	0	0	0	0	0	0	0	0	34.6677505942459	0	0	0	24.3870059829338	0	0	0	0	0	45.2792838590704	0	0	0	0	0	0	0	0	1696.65794408639	0	0	0	0
"PWY-7199"	9452.65308834395	3584.97621844111	8049.30853721282	6754.82512536959	6719.92772577097	8966.09664386311	5990.24261405149	4320.02823554341	5499.14519586358	4718.87103370624	2949.72894918244	4596.04655427923	4687.8275706255	5125.72428839832	4337.36383045283	6236.03424891377	5971.82914830192	7682.92977677761	6428.46646643683	6095.9623885013	5434.44209874044	12108.5450052356	3469.80529345673	3991.01701494863	4067.90047379097	4570.64535480537	7683.9480099465	8822.9759794676	8905.13699680897	4663.03272764429	4207.23124959594	5453.45915600796	5409.57301411782
"PWY-7200"	4703.0901265818	4419.39793698483	5910.58418861696	6356.42168217779	6666.99359860614	10165.471055643	4499.71674528031	4489.33014028887	3489.23568348253	2900.7110132181	3621.95201146115	3856.39521328885	3665.12852842528	3937.87853434598	3901.52936681679	4922.3140683397	4080.9307791742	4200.42263323924	5088.04410958119	6292.01351655223	3547.91359360422	8500.04588340073	2967.04277238239	2368.91201623608	3453.90635414186	3878.62972269477	7728.58915129457	6721.65782578868	7701.56172606182	4075.59120655962	3786.709144439	3679.3608425576	3518.48054733255
"PWY-7208"	16141.6849961499	9001.39318571272	14962.5988707151	13326.5051262442	14151.8708390693	19970.2004661544	10819.2167233417	9154.35391846903	14762.7845727658	8651.09519526058	7390.00683494761	9032.10102528139	9186.62486744288	10960.2824415665	8936.48397515251	12100.5727691187	11216.2479517266	13398.2660356924	11546.9990689777	12646.3653940712	10141.5796986712	22464.4652990427	6993.20973208803	7555.17425521497	9575.27168442668	9016.94423741901	15730.1949895004	16031.3171033304	15251.6438166961	9770.99231266581	8269.33549632295	10175.2925385409	9614.41367178053
"PWY-7210"	0	0	0	0	0	0	0	0	0	49.1398308618388	0	0	0	34.7112880289647	0	0	0	0	0	64.4645023445112	0	0	0	0	0	0	0	0	2175.672567637	0	0	0	0
"PWY-7211"	1619.43472441129	742.441955055381	2729.31088284066	1565.2483283245	1640.34948098849	2978.02984787231	1858.72980419372	2364.18429559063	2683.01858127972	1708.39150685859	769.738626114747	1076.43203165223	2030.80878370409	2138.81097710876	605.178628221769	1234.80041808576	1239.3664548569	1895.00163900745	1463.44965755526	1068.58362400233	1805.96982381539	3029.59340023996	867.091308240496	683.705953464394	762.951108773569	1949.74943566944	1640.63411964819	2501.51991730594	6945.79251582973	1860.87716004877	865.910838274663	1715.55622937118	1404.69740580252
"PWY-7219"	15111.9854631295	7855.27617955175	13855.2029452197	12147.5290743277	12520.0076364928	17843.4065540543	9778.31083146672	8224.04289996622	14175.4183076975	7895.05026317147	6499.1450747337	8046.54989676288	8209.32263415327	9625.94593773397	8009.88365445117	10700.3638020204	10388.0255664484	12164.5532161777	10667.7435032618	11368.0251157834	9064.52929415316	21086.7152142896	6184.05447781532	6781.63814808497	8783.95228540365	8364.47692904393	14432.6301786674	15221.318863825	14555.9831272901	8729.78302210008	7663.7374112155	9350.83632487581	9012.24872876469
"PWY-722"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7220"	16186.8472069057	8865.55454879038	15170.6950744866	13502.3744955173	14564.879738218	19821.6777887968	11325.2611726072	9146.54486060754	7780.6246883769	9984.55320509507	7741.38126081885	9970.01418497629	10086.3897554093	11912.0030109544	9028.3808419642	13047.8655038397	10115.3533403165	13393.5704554097	11315.0135245492	12874.3158660853	11847.2841081795	20877.202403103	7755.85137139928	7595.03850554629	9368.57359999174	8704.77521508307	15372.0973045062	14465.4646767262	16784.5153295743	10605.2370416508	7865.09332961437	10271.1420569024	8861.58070005423
"PWY-7221"	13599.8992136616	7603.85629567361	12748.584641931	11475.1431137582	11832.2146308951	16926.6986006303	9326.85165221208	7954.41666854395	12437.097436225	7214.23539115728	6339.13457291582	7596.71773341278	7677.23556997434	9009.72121996721	7597.00844462379	10181.5750642378	9430.15366937571	11043.9379976178	9934.4857448101	10951.5354668748	8462.17530708273	19611.0442330082	5893.03292536273	6269.8574026022	7936.92891655551	7991.14322328262	13519.22994629	14100.2878746963	15556.8844739009	8322.73609633573	7275.19090306021	8484.21080923739	8097.09930054138
"PWY-7222"	16186.8472069057	8865.55454879038	15170.6950744866	13502.3744955173	14564.879738218	19821.6777887968	11325.2611726072	9146.54486060754	7780.6246883769	9984.55320509507	7741.38126081885	9970.01418497629	10086.3897554093	11912.0030109544	9028.3808419642	13047.8655038397	10115.3533403165	13393.5704554097	11315.0135245492	12874.3158660853	11847.2841081795	20877.202403103	7755.85137139928	7595.03850554629	9368.57359999174	8704.77521508307	15372.0973045062	14465.4646767262	16784.5153295743	10605.2370416508	7865.09332961437	10271.1420569024	8861.58070005423
"PWY-7228"	5516.56600767176	6203.94462767633	7249.09254577356	8127.65518332797	8385.4532569025	13588.1403359477	5473.89670284598	5936.71537508589	4451.61324700346	3366.77747886612	5085.47504429114	4711.62702926146	4358.14180731699	4712.2381301068	4945.12896397645	5716.54910169081	4825.42321188719	4539.71408364047	6097.62493458912	8225.10383513171	4008.50131445083	10396.9235387469	3652.37289427237	2635.52314066507	4312.34801301213	4705.76952229948	10057.6719677572	8456.79092653341	13184.7728465962	5091.38445310648	4886.86612254942	4310.83620229497	4196.72572277322
"PWY-7229"	15604.1689652567	8281.68333879912	14367.1040464292	12609.6391350403	13279.9443006457	18732.6848427457	10314.0850886617	8596.2938709774	12001.1431436163	8528.24101011634	6978.77002589217	8681.61736994122	8810.79522231846	10322.2565794347	8350.77220061721	11526.0248131599	10485.1787577776	12634.084127422	10889.7617396182	11896.0319619164	9940.15730415197	21337.3045384827	6707.84554150726	7109.25447654092	9116.62254871695	8532.65846132562	14800.3459808252	15190.0694756687	15235.0775989938	9336.82554079466	7787.73849205713	9707.90565921137	9088.10563996347
"PWY-7234"	6493.25204159496	6676.79155559906	7727.52841402321	9828.92953736411	9881.84867633082	14633.1439750104	6069.60109988096	6499.96124901559	6710.55586806547	3624.82467526863	5174.8852223498	5289.81051236011	5040.04029998049	5515.6754655424	6010.63009507354	7385.56089282764	6413.31941472328	6743.97255644324	7900.15645471083	9526.48477901389	4906.13349524079	12687.6054673244	4092.72676556138	3839.24533992193	2998.71397314017	4682.37959777237	12153.3493483472	9861.14023361329	6715.28402945501	5689.31459720073	5951.4419988935	5167.09781193271	5077.16717228388
"PWY-7237"	610.75	216	964.05	163.5	352.95	1366.55	520.6	239	103.55	210.5	184	204.5	374.5	225.69	434.85	313.5	219.25	583.95	269.5	612.5	416	2313.5	236.5	452	399	603.6	245.1	873.95	9805.15	572	710	308.35	447.35
"PWY-7242"	9818.09714140295	2562.07505954902	7238.58216864789	5061.8264971365	4406.95974858453	5732.16645548675	5248.97384634962	2961.72129892008	8774.62692518	4001.77568269961	1941.70184397191	3285.94697242517	3309.93728073802	4419.4207291593	3456.60476916638	4183.11889651436	4603.51797189079	5720.0917500643	4724.55894867207	3983.51405099919	4143.13481153789	12254.3361503239	2625.59798156732	3220.15301145545	3753.28219053734	4599.56309417166	4819.6776887092	8104.82337045294	11388.5326404612	3889.00444182799	3739.8849037069	4972.59205015551	5039.82876014493
"PWY-7254"	92.2960209404595	0	1339.8153100116	0	0	2788.39764156572	0	0	0	0	15.6461984600811	0	0	8.71742618957264	0	0	0	0	0	0	67.9805440197524	0	0	0	5.99504153832168	0	0	32.9094911740503	58.9474060571971	0	20.916064796791	0	0
"PWY-7255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7315"	4269.19760956875	603.605655498151	2012.74065375874	1694.85648800105	845.978348091242	1426.09709279538	973.837189756166	1161.61424110717	6735.74619330616	1131.14462109672	404.938846668057	1182.14597035611	1575.17153932897	2629.60369488608	888.875328979445	873.917882352793	2365.50298182262	2622.75881120386	1628.8966503339	1184.62667952077	1014.64231660719	3565.76144188642	623.09996220128	1189.45482178569	1014.75277491245	517.221140369075	2434.99973221483	2759.16653386344	4550.26626720171	882.290208527983	939.372376691735	1793.60497783582	1859.12972263501
"PWY-7323"	7526.35725435867	2065.32255492403	4889.47723741372	4268.68601969053	3200.47878077156	4768.85767769774	4992.43482263562	3148.11268344043	2776.45036865254	3432.64476457582	1927.67760968068	3203.06533854941	2625.25230806973	2705.07741134652	2032.99693670302	3425.98641376158	3100.57618052875	4268.2221645841	3959.06775982988	3137.35523808768	3610.88887312729	8011.05285235177	2325.79414139222	1690.05788924779	4304.11648345574	4570.52908513308	2939.7747913101	5784.14019741296	10638.0566523582	2802.81027058522	2482.15319897604	3471.66577997612	3628.45920258176
"PWY-7328"	1755.82036106263	400.968200724469	2368.48706301037	1431.41036071247	1042.05917202911	2153.39488422824	1138.09583740933	809.799621276561	2186.50979535464	1019.39182795588	606.88014971953	1087.43535819448	1122.92234790583	1249.49715268648	735.797944017504	1043.53891875492	1766.57687913849	2362.11055189028	1510.09922663523	1542.76207181784	929.583245983951	2948.78495499624	640.026971481771	1230.01249417894	2866.91166143201	1540.32418741585	2442.12011200694	2481.84812699187	5806.95283490747	1021.55269306398	826.692588606193	1325.96881513284	1549.31084449192
"PWY-7332"	277.394137582286	0	666.992152398298	41.8041287112386	144.920844366799	220.7194718187	203.343386870667	293.302934727926	289.423892142377	82.6227571081618	82.7338372127869	82.8648547797766	531.108328405296	237.028573185592	55.4772325077931	0	401.989527499667	231.676395536814	230.861290012554	231.879286571165	190.32146493759	413.660961793587	75.7487241045057	332.953336199473	82.9439926240941	410.872693691644	352.440241054814	663.615752254553	1056.08082991814	376.268795596609	240.725419129137	109.983982125566	260.125330220317
"PWY-7371"	184.5	60.5	356.156646312823	245	187.103305785124	153.5	113	108.215555555556	593.809275444037	82.5	43	133.671324422843	121	336.5	71	77.974025974026	213.753974243294	337.087775061125	126.021686746988	110.5	176.5	557.644708796127	96.9191919191919	130	1279.5	68.5876777251185	210.415525114155	450.95432107668	177.394912199824	186	134.753948967193	203.28038897893	164.599589322382
"PWY-7374"	184.5	60.5	355.089210452374	245	182.282608695652	153.5	113	106.698071866784	591.674110905107	82.5	43	132.384476534296	121	336.5	71	77.1722365038561	211.620926953974	335.64344142565	122.251051893408	110.5	174.465417867435	549.408303010585	96.1422845691383	130	1279.5	67.943661971831	207.385238523852	448.959442843269	165.801987924776	186	133.843229543809	200.304280657841	162.728380024361
"PWY-7376"	23.2661120004766	0	0	0	0	0	0	0	0	0	0	0	0	3.82498698140948	0	0	0	0	0	0	0	0	0	0	5.71520360139623	0	0	0	0	0	0	0	0
"PWY-7377"	507.11999374921	0	0	0	0	26.3410219674003	0	0	0	367.117596042235	0	0	0	0	0	0	0	39.4201617731789	0	0	817.764491614404	72.2684929685722	0	0	0	12.8250713372533	26.4642424886774	52.7267654364991	0	0	0	0	0
"PWY-7392"	7983.49727753407	3694.51626682266	7876.44003819907	6886.74164247868	6856.52512580392	9602.37223581227	5634.35896121537	4528.86986510013	6549.62060817987	4366.35357960477	3031.86519353103	4575.83580876741	4701.59617854059	5543.05784110974	4533.19850845069	6042.10514975559	5793.17551720614	6509.59517155806	5950.74875065229	6155.72420450448	5150.10749673558	11602.4460805039	3464.85103153611	3802.14980407227	5390.11397176233	4320.98666301188	7869.64773477449	8350.39490434983	6968.49960535376	4975.59857009995	4331.749825432	5227.75861921549	4801.07911196374
"PWY-7400"	7297.76808880588	2617.45518360417	8196.9320140169	5325.64684425579	5270.64752025621	8235.06773101496	3794.2177800486	3615.93643120363	10659.0270002146	4218.19941384346	2093.98896734226	3282.82356683051	4200.14937230865	4779.68783056953	4037.66295886364	4706.91340952834	6461.40886310661	6993.31193273266	5881.61271569185	4952.33915267585	4520.66485126523	12720.5014201612	2376.45268448298	3870.05430449145	5711.45698950249	4606.97859808618	7682.61250327601	9394.75914585266	9868.08077104672	4299.14892424712	4272.18470726218	5223.95850752599	5244.19429315879
"PWY-7431"	7.42593111556154	0	0	0	31.4110082842231	21.0343091762215	0	0	0	0	0	0	0	1.10426562295535	0	0	0	0	0	0	0	0	0	0	1.33322001978455	0	0	0	0	0	21.5357990579384	0	0
