"Julianne.331.JEJ_S219_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.JEJ_S211_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.JEJ_S206_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.JEJ_S207_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.JEJ_S208_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.JEJ_S218_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.JEJ_S200_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.JEJ_S193_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.337.JEJ_S134_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.351.JEJ_S150_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.JEJ_S178_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.582.JEJ_S142_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.716.JEJ_S110_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.JEJ_S101_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.JEJ_S205_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.JEJ_S212_L001_R1_001_F_filt.fastq.gz"	"Julianne.665.JEJ_S210_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.JEJ_S209_L001_R1_001_F_filt.fastq.gz"	"Julianne.835.JEJ_S198_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.JEJ_S199_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.JEJ_S194_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.717.JEJ_S102_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.JEJ_S177_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.841.JEJ_S104_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.853.JEJ_S120_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.JEJ_S277_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.JEJ_S196_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.JEJ_S197_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.JEJ_S195_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.JEJ_S118_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.663.JEJ_S126_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.847.JEJ_S112_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.JEJ_S164_L001_R1_001_F_filt.fastq.gz"
"ARGSYNBSUB-PWY"	5975.81520811639	10990.9305083239	1585.89253123122	2912.19889019583	4675.58286343725	1319.32978796993	2669.47093567553	2930.71068782488	3889.7635032134	3333.80078955145	2223.73236175187	8870.44088756095	2645.46957475627	150.328910672617	401.203813508375	4958.56937072259	835.662201978897	1686.50313605288	1788.71240492358	365.595764695743	910.61684744965	3639.84101278076	4694.90597311683	3474.06275713988	3126.40418573694	1238.12878190022	1273.0694307567	2281.77496281773	111.48466669509	2457.52026818919	5789.44017664989	3112.10669806629	6011.22102313763
"ARO-PWY"	5360.00072859358	9267.63270298253	2205.28594555818	2606.98290891601	5303.37036120722	1470.04980796593	2325.51255781163	2337.41887134653	4032.24371505585	2947.84229967696	1893.38118752759	7630.34162970696	2585.20176265129	105.77174150792	540.252887364055	4554.64456480762	2028.75763339658	1858.79353719659	1710.19906155879	1355.36242135698	10784.8512801704	1957.25127533679	4416.78641664319	3611.72002616073	12550.972836308	1067.21771804881	1479.18864691306	2252.59357583394	226.56533276957	3329.57092703172	5304.97362299159	2748.83747163688	3050.31540554701
"ASPASN-PWY"	10875.057669229	2742.11418156872	4865.06619503737	4500.62613081052	9531.14970050327	4183.57343725773	7446.03305003743	6143.91724002179	6209.12628195523	8769.90202806022	4557.97693288387	6304.86853136166	6390.20182341221	190.942093496252	1475.63959357145	7859.46617506518	1151.48763583043	6205.04070080268	5289.52253740776	690.032150883798	15429.6446739794	7051.55381406942	9061.14290631258	8060.26712241664	14234.1607488161	3456.95875847977	4916.98118892498	2429.26023881123	58.9374337068616	6358.52939753352	10076.3776984268	6402.91911027927	9192.55119190962
"AST-PWY"	0	0.744444444444444	7.14	0	3.43	0	0	0	26.3000261220613	0	45	0	0	0	0	0.71	1.43	0	0	1.25	0	0	0	6.14	0	0	0	129.71	0	15.9585492227979	8.88888888888889	0.71	0
"BIOTIN-BIOSYNTHESIS-PWY"	0	2.23100682797611	48.7856476598443	0	78.7739454303643	86.3593213850802	0	58.6829481753867	281.736600888079	0	301.657367477663	0	0	0	46.6146953801543	4.96296751979329	89.0091852375148	0	0	42.0099534060362	222.012296220543	0	0	66.6349597593887	171.468726099305	138.101269097624	0	562.336023143161	14.1572811693522	161.973220334669	262.697080619604	4.96352016767805	0
"BRANCHED-CHAIN-AA-SYN-PWY"	6838.35576313541	13041.7766197674	1976.79722018481	3465.81301331278	5738.84182812062	2776.31377808907	4662.58080853668	3540.99673744101	4531.72782281729	5855.38274165091	3158.19895598596	9170.5983489596	3848.47444589154	172.204361567186	980.801680570598	5731.9354004967	3914.24844613028	3322.86432607927	2751.87895668081	2190.19882724925	1310.7666169613	4433.86714232814	5753.38387404132	5651.90619319549	3923.88778362435	1865.63035308258	2333.35707683155	3031.88116952971	380.251859728164	4216.02814825299	7998.78518176444	4588.24435453307	6633.46155989158
"CALVIN-PWY"	13623.9084306463	13067.2918796956	8178.35498586035	7180.64304791124	12110.9424899748	4676.270422496	10659.3946599335	9814.66255462267	10107.304673406	10777.329685675	6181.95739752243	17175.6539161941	8200.95346673053	635.307028378507	3100.42955764376	9360.0747936495	5626.59513292623	8154.75225061193	7062.88048128285	3018.1638471099	26879.5188455688	9739.99597061659	9873.96708943731	9176.40589975388	15354.4549049316	4800.44172854662	6207.62675151877	8514.93172085968	1080.01130688178	6456.15500490076	13083.8004093322	7976.50719239308	11239.9827770905
"CATECHOL-ORTHO-CLEAVAGE-PWY"	0	660.087372553176	0	30	0	1.5	0	0	31.25	0	51.705069124424	409	0	0	4.92307692307692	0	1.14285714285714	0	0	1.28	0	0	0	5.71428571428571	0	1.25	0	0	0	15.9482200647249	10	0	0
"CENTFERM-PWY"	95.8305085639302	101.280973070736	6.9331744924612	500.423095585076	45.7191963157189	14.9736443647145	11.4448551674284	4.12731353718604	567.794939043743	0	0	1590.22133504354	19.7298944617146	3.38943725475324	8.33467429935077	45.3805171458336	84.3759239765154	10.7978998445471	5.77979783823099	55.6853615422597	0	1.30567244066806	17.6158432929772	101.89914838137	0	0	0	20.8727942304649	0	20.3797269707541	185.043701321706	4.9370658039021	0
"CHLOROPHYLL-SYN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19645017901524	0	6.68453171936376	0	11.4130708353142	0	0	0	10.7939140981735	0	0	0	0	0	6.28729731103543	0	0	0	0
"COA-PWY"	18187.6331733159	13537.6345267993	15417.6834507894	15022.0757516817	13703.5824644869	6602.02502811061	22190.525520956	21045.1111605859	15272.1681167391	13469.9808463111	9651.11672680527	18010.2084927363	10959.8136034703	22957.349829834	20543.4173509715	15472.0249624989	24407.3178517005	15670.5176146022	10311.7010630948	22146.1665845656	37799.7385155541	13383.1477856816	12347.3742766315	11441.6487942673	15006.0395196937	8991.96516690856	12421.7469280439	17254.1431968791	28628.9012173166	7387.23891611569	19800.7217538602	12782.3164563789	19551.3870431978
"COBALSYN-PWY"	1712.91823014528	2.13649598706983	317.905767670229	784.913324348124	1679.90504759983	523.346014169731	1016.53350270623	2603.07867040168	1440.58570223236	1296.73708465555	734.323059921857	309.444450701738	870.74308412064	73.3092249452082	42.725062581654	1268.76738019203	75.4300201369415	562.743081062526	551.360968903759	1026.46263812416	2798.43106369786	1665.15972677599	1218.72795980864	1376.19972115546	839.116100456256	512.964739953592	397.79179294607	3610.91506790522	419.387486475137	217.964250632218	2174.98548475522	1101.54270518471	2276.73404337584
"CODH-PWY"	581.179870330349	0	0	44.9323387858805	284.744996468095	19.9683686944969	297.838608409638	607.143037737135	72.8278802364265	127.35701918111	43.8947597303762	228.492898961553	320.788348371911	37.9662368331833	47.9422002440434	0	19.9921996271422	51.9092840890868	135.040166061235	7.99861154801549	85.9017586738218	118.420557305945	156.423292176997	152.921550973042	101.65336176451	292.814667756627	427.913334303243	105.686476640333	0	289.107255067659	97.2604091738745	248.455705751791	47.9352363283721
"COLANSYN-PWY"	5848.32293081934	6.14170721559394	1707.57875489114	1370.33082799675	4861.53229648492	2351.69334644114	3977.00198885502	3311.33283179787	2155.68923915733	4990.51655903929	2338.15548742519	1512.03106967306	3646.84534194217	84.2617408506241	728.379159741182	3411.40478450551	269.546757023197	3348.58847018353	2875.55505802605	148.683628908909	429.541638358499	4005.44870320046	4576.96627216144	4531.43624183954	2452.11819463726	1949.95511460818	2763.01957581752	1210.37015809137	68.1471615631066	3555.08186574398	4121.96292785687	3545.69874202695	5092.46044497719
"COMPLETE-ARO-PWY"	5555.1384030912	9895.11615842567	2300.94699213813	2893.13654180162	5489.60021671206	1603.54497703689	2563.06758441516	2466.71281544537	4376.7215319323	3203.87362260261	2075.54521004573	8032.97232459685	2730.91234707009	120.177398042181	605.189856533037	4697.95107470473	2289.65414243757	1985.01887094358	1825.2214124129	1535.5786259929	11410.0911117427	2145.81379677815	4725.7222852189	3852.87844195042	13322.1259589083	1139.90268824598	1580.86116431121	2453.48255929957	258.333725700647	3465.84315455459	5816.02536911531	3003.56321594239	3409.06624909734
"CRNFORCAT-PWY"	0	0	0	0	0	0	0	0	62.7931459636902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1846153846154	23.0718795119327	0	0
"DAPLYSINESYN-PWY"	11058.9070769386	5352.42193039623	11307.5564153666	4139.65512671447	7309.92208127181	2675.30819909087	15174.2172935432	12186.0425595042	9661.99795786283	9041.95455307482	5746.10047944706	12754.6915851574	5930.0683746195	16292.5055607035	16333.9867433459	9796.09583508818	8253.04994293686	5637.70819443357	7116.32828941629	5372.49745499743	24860.8451163215	8033.7121580794	6263.93614136902	5569.96933616397	14074.7637645347	4667.26131011414	5481.73431426104	16367.7326902487	13973.9156161145	5030.20102799128	8281.06991189197	5751.49581460376	7772.10364809392
"DENITRIFICATION-PWY"	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DENOVOPURINE2-PWY"	12125.0234033057	13647.1863839262	12054.8350213347	16359.783977347	9726.67503337694	6395.76953632839	20675.5240535035	16494.2783435513	16806.0096582297	14285.6634159681	10022.2990565584	16975.5571918221	7888.83931067292	16974.534617371	19046.1103487578	11915.1959458974	26943.8758530042	8841.93107128285	8580.31201914176	25131.5773079299	25726.1182904483	13146.6144631427	12909.2969959039	11113.4760201479	9970.61334326988	6099.27501475424	6113.21444138479	19407.4215837231	26474.415548819	5645.50736910604	22290.6390328015	13031.8526380328	22931.602673027
"DHGLUCONATE-PYR-CAT-PWY"	0	0	0	0	0	0	0	0	28.7905390540773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.63636363636364	9.8989898989899	0	0
"DTDPRHAMSYN-PWY"	8878.28628607489	1513.99814538558	9916.63893112164	4237.13383764848	10794.4763289836	3615.83384357304	10368.881038131	19657.2733946588	7918.92716748941	8978.27557490218	4795.76067700255	9983.86843234714	7883.56853842098	11250.8102072082	14248.2695418291	9348.7589576527	4637.73525210651	10924.441827236	7419.25120850392	2190.18161958584	33358.3890643991	8896.61080393603	6568.93940161995	7101.20016871099	13502.6394308737	6084.25270030737	7321.41116533745	13915.4327978243	12194.6908490447	6188.52265779605	7340.01604935001	6387.92873643707	4574.05735742331
"ECASYN-PWY"	0	0	11.5676069336433	0	8.09361869924927	0	0	0	3.29108632344362	0	0	0	0	0	0	1.22613568788269	18.4870993031266	0	0	0	0	0	0	2.81167596325542	0	0	0	202.422555464105	0	0	0	1.51700973185493	0
"ENTBACSYN-PWY"	0	0	37.8661077461538	0	18.2587961445138	0	0	0	3.78505421730359	0	0	0	0	0	0	3.78514207429217	18.1769742804284	0	0	5.31569100038729	0	0	0	6.07573487416569	0	0	0	643.3975276503	0	0	0	3.78509397508758	0
"FAO-PWY"	97.1479649845003	8385.02989849565	41.4801627400957	469.428965917116	20.7530498859602	3.37218527717595	10.822624059981	1.87010501314592	367.684255820679	0	95.2059321610861	5174.81299298369	24.5032752277491	2.98470537352963	17.9360174790391	38.1412038740569	75.5412691314927	23.4328417214062	28.9532540841698	72.8320779395083	0	1.12477375993679	11.9709316583045	44.0859353236612	0	0	0	372.982471372177	15.0070993219143	26.440921707934	85.9162458156587	3.82064237436924	65.0993870111358
"FASYN-ELONG-PWY"	12670.9638191359	15145.2986719656	12412.0531977629	15712.9471124353	9360.0252915026	6481.092717464	22448.0277777708	15294.511880672	16793.65359328	15350.5725084891	10175.5608924609	17061.8541555932	8047.65533912492	18502.1619183363	20389.7449794957	10364.0546077587	25767.6263854308	8472.18833876087	9070.27266464504	24574.2688622152	21212.1998892772	13047.0005326808	12508.0786649476	11445.005691468	9022.93774439846	6211.80285415639	6831.87715658901	21042.2732104358	25393.0258573084	6071.1739115605	22127.1987643842	13039.171004678	22309.7133496196
"FASYN-INITIAL-PWY"	0	3.34957250825047	17.8319745128182	0	28.5234380870978	31.6229672682641	0	21.2300407066489	111.974969868181	0	120.022694455062	0	0	0	17.4884610750235	1.77477452066135	41.8188752997739	0	0	19.9436087932904	134.55756896541	0	0	24.0625719017825	64.8586622593095	52.1590306331733	0	320.941883967658	14.9885203909117	59.6202023811999	98.7729303823514	1.77477948927434	0
"FERMENTATION-PWY"	11483.6734950311	8755.07771637598	6894.41125313608	3266.85413512744	8508.34351691225	2875.8876850392	9892.55004290298	13347.583773526	3331.55746499504	4221.91132279929	3436.00266099189	10076.701036894	7549.56326692415	571.009481158031	5172.50255600751	9331.53636855209	2492.28112219504	10742.2181107147	6272.70261930292	1238.80710019529	4002.85655297959	6472.77499097288	3839.47905981609	4729.56085657384	3179.35849390555	5968.86491784821	8918.59348407177	3987.00967546429	471.156314190761	4279.07770923436	6207.30416641141	4759.25506698405	4029.67649502396
"FOLSYN-PWY"	6211.5846020872	12314.0773619622	2133.13254923651	3029.53713152269	5020.40747455494	1776.69760559722	4120.73886298711	2905.20955162859	4584.5058019543	4980.00632205223	3083.64483769092	11122.9306615089	3499.72108423831	219.418248735647	857.185203840832	3444.17688840838	4292.09057549975	2501.68266812396	2706.15371364352	2988.35341154126	2792.88516080891	4827.72903780668	4690.75968005479	4690.44667661537	2538.83315713537	1798.76274132337	1196.14246162857	5791.17686876823	887.909856878867	1656.68685955487	4737.98087464073	3986.990913135	5922.82928375289
"FUC-RHAMCAT-PWY"	185.190124238103	4.22471728846726	83.5262672098864	75.0959149394632	193.952112360494	64.0492073741153	0	12.7165049926713	348.08010333816	98.1871161085085	54.4568821028763	0	79.536085903385	0	0	3.07356924068409	28.4960596070811	86.2372058973848	0	0	24.6214337332558	62.335082421457	28.6020397596954	509.941526605822	317.506856705043	20.1905754389689	10.536155821491	261.121519667572	0	13.3109928591208	452.885729770164	404.154927255509	0
"FUCCAT-PWY"	214.995963514435	1.99251712631199	59.7278465107372	343.093409160485	136.359380775013	58.8203521555675	104.495558672963	36.9431764431569	225.387030803966	267.166383258383	37.8420071198508	0	236.613001888203	0	0	116.295803678478	15.2574641285509	185.422693179353	41.2565363907503	0	15.4897924797675	92.0594998781677	176.222607820323	492.268769236183	398.7787606777	13.7719431898115	7.52607841509643	150.730332976121	0	6.41860813734262	660.088489019559	469.157491318682	115.469936647475
"GALACT-GLUCUROCAT-PWY"	2643.68710844939	0	954.090852907079	1183.50561484013	2651.44113709112	1476.84723714261	1882.43919895198	1784.13258339281	1589.46993021721	2706.09977601602	972.601457218042	986.21781099846	2066.86988580334	15.9189081593231	454.080951404144	1610.3917779436	214.298815559421	2160.98214056465	1566.16318718371	101.038036626069	276.824687304277	1607.84845070942	2165.59086775073	2762.52947396555	1746.71733602526	1131.14867545557	1883.09454323843	1124.38176433111	38.1403557171851	2549.4403207995	2735.63071589502	1896.27669113331	849.774916712662
"GALACTARDEG-PWY"	0	0	9.13374701670644	0	6.54280587502681	2.83783783783784	0	0	43.4357611950667	0	0	0	0	0	7.09897610921502	0.94513376057655	1.84953059513831	0	0	0	5.4859287054409	0	0	20.7094328107984	45.4199415384698	0	0	153.685430178745	0	0	77.438183196228	16.6300947740569	0
"GALACTUROCAT-PWY"	3303.29387600036	0	1052.37292774715	1296.89818375112	2802.1606354551	1543.33867002178	2312.06102202515	1624.01879200023	1683.16997776438	2815.6831640612	1067.8506599885	1028.97784320523	2181.7762834292	24.9848021397268	498.518160213207	1772.68074949701	212.607099338167	2253.32454875635	1668.48718660101	97.1790855059678	304.344365392937	1652.13925565833	2417.81266013614	2930.83025736822	2489.0397204909	1206.68808788113	2026.5494165177	1071.36760180366	37.6517601948522	2717.33270932257	3517.43309663309	2034.41399007233	920.902701105091
"GALLATE-DEGRADATION-I-PWY"	0	0	0	0	0	1.5	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4	10.3266932270916	0	0
"GALLATE-DEGRADATION-II-PWY"	0	0	0	0	0	1.5	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4	10.3266932270916	0	0
"GLCMANNANAUT-PWY"	14529.0455583911	15962.1360503906	13158.2377951018	17115.2837353107	9386.77940653787	6686.35297895697	22520.3579632029	12958.6176675008	15571.0578500945	13515.8358389161	9761.09213648489	16779.1357464638	8294.62708778788	21322.2657237733	19468.3397597032	12232.1285463285	28755.7454298047	11248.9621583153	8561.9872414829	27065.291812187	18733.1931287638	11704.3050562368	11804.201492752	11032.5904525488	7564.82563481433	6800.15160609502	9217.5879553365	15726.0949606177	28805.3150824621	5719.96358824472	23049.0639609877	13191.1055173616	21424.0867428696
"GLUCARDEG-PWY"	0	2.65660328403006	9.13374701670644	44.2567166320589	50.6387296550694	5.38461538461538	0	0	56.8863434237917	0	0	141.556056912873	0	0	7.09897610921502	0.94513376057655	2.27926019954886	0	0	0	5.4859287054409	0	0	23.8057187475714	67.5224862235358	0	0	153.685430178745	0	0	288.265414965061	18.2096939129244	0
"GLUCARGALACTSUPER-PWY"	0	0	9.13374701670644	0	6.54280587502681	2.83783783783784	0	0	43.4357611950667	0	0	0	0	0	7.09897610921502	0.94513376057655	1.84953059513831	0	0	0	5.4859287054409	0	0	20.7094328107984	45.4199415384698	0	0	153.685430178745	0	0	77.438183196228	16.6300947740569	0
"GLUCONEO-PWY"	15549.0186296767	16078.6403937601	9256.86659617751	9947.66891163538	12228.7778904559	6496.96174544915	16890.8655341488	17236.945912644	11739.5828870915	13169.5699943753	8032.52396031496	17913.3889215738	10048.2127701971	1282.92713469688	7174.71339143122	12180.558635089	4190.91950130634	12989.0307030098	9059.60022144273	2280.31239883057	13953.7021975432	13677.2035318986	11739.0381373454	11370.188854337	10316.7938422028	7619.190191192	10701.9502338657	11884.7655619124	1954.06672940864	7259.90922233807	16893.8455618268	11549.6449068503	20302.0136568712
"GLUCOSE1PMETAB-PWY"	9.99723099075151	4.67912290481316	14.2758032466233	3.33963075183555	10.8558948573115	8.99400918591493	3.33974189386728	3.33973720624867	52.9893283215602	2.65975227381103	13.9901404483078	0	31.9544990002222	0	9.99849781642596	1.41995471241123	27.5044018883725	3.3396379307435	0	0	0	0	74.4723729876148	311.459755019265	54.563396648825	0	0	260.784470568846	23.9896444784035	18.6362903535519	19.9903960938993	432.748215533644	0
"GLUCUROCAT-PWY"	2905.6586970137	1276.07098105897	1219.56747020879	1372.04859644511	3126.52615944639	1590.13343564518	2082.09173841006	1906.11245223688	1901.44430888539	2845.74561817513	1084.95598894306	1642.70145756877	2367.8776256952	22.437968179575	578.176781819815	1940.93009080655	371.956844480569	2562.68137961947	1820.70253309964	217.889422088708	369.1061431221	1790.06998975581	2350.42548502486	2930.1711826659	1865.25279874369	1369.17050658856	2276.15831651267	1404.97202455271	61.5327861509372	2792.00573878171	2668.73792710419	2056.60818733449	851.17862136847
"GLUTORN-PWY"	4690.11870457954	7700.82041827684	801.676649388996	1605.22102065683	3346.48804110327	1458.21718807397	2134.87630654303	1890.82854711208	2020.11384309521	2948.76965129126	1443.82919478121	4950.7154046865	2368.96463925898	60.3583487216732	377.60856631388	3704.49916800766	306.975410256713	1866.90921909474	1520.8220905133	120.185759432334	324.704785954786	2579.69543278456	3109.60303710686	2694.12719671363	1677.75082682012	1068.92752776154	1607.96820139748	891.231866202201	37.1543711457971	2764.33532082193	3660.18836602052	2245.72550499006	3694.25918756247
