"Julianne.331.CEC_S246_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.CEC_S242_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.COL_S269_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.CEC_S244_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.COL_S271_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.COL_S265_L001_R1_001_F_filt.fastq.gz"	"Julianne.544.COL_S255_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.CEC_S233_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.COL_S260_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.CEC_S234_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.CEC_S243_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.COL_S270_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.CEC_S235_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.CEC_S231_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.COL_S258_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.CEC_S245_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.COL_S272_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.COL_S254_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.CEC_S220_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.COL_S247_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.536.CEC_S103_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.CEC_S179_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.579.COL_S159_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.604.COL_S166_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.COL_S133_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.856.CEC_S172_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.CEC_S125_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.COL_S157_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.CEC_S117_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.CEC_S232_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.COL_S259_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.COL_S266_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.CEC_S236_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.CEC_S230_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.COL_S257_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.CEC_S278_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.COL_S282_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.CEC_S280_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.COL_S284_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.COL_S253_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.CEC_S221_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.COL_S248_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.661.CEC_S111_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.665.COL_S180_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.667.COL_S173_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.CEC_S158_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.COL_S151_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.CEC_S109_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.COL_S141_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.882.CEC_S165_L001_R1_001_F_filt.fastq.gz"	"Julianne.540.COL_S267_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.CEC_S241_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.COL_S268_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.CEC_S229_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.COL_S256_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.CEC_S281_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.CEC_S279_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.COL_S283_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.CEC_S223_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.CEC_S224_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.CEC_S222_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.CEC_S119_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.838.COL_S128_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.CEC_S171_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.COL_S149_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.923.COL_S135_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.924.COL_S143_L001_R1_001_F_filt.fastq.gz"
"P461-PWY"	5307.22522925511	691.735398046144	1142.78278823627	1628.13718117475	228.191927904454	991.058718305042	2685.97319256298	1576.53793605302	658.618937030084	4142.43554874381	2486.86920259073	2941.17585618841	826.106496409889	2187.83746822238	718.001959091332	3165.84232744619	1197.64337871712	1306.39820515009	1070.30412282234	972.302989111141	1579.69768709256	2133.92942728235	391.189368012519	1238.74083505055	491.161790747841	764.653436731173	1455.42365790403	579.31339857019	1313.63332925041	888.795805164123	466.965451224531	1008.48524729285	838.158876599416	2066.53906556924	1936.4517366552	2067.79800030224	2133.02876339578	3539.94661097314	1799.80974465838	977.121090839902	1761.40678072184	1331.0056413757	973.915163142361	4481.66256020759	361.634327086236	298.063379411319	1253.78714782116	991.659361823858	1244.61722124261	1693.92024771764	814.436871774113	1711.72483819451	1796.42364625002	2008.52848188109	3540.64630931016	2578.07788268939	2479.21348337149	2821.26191538066	1599.29352479683	1528.91318249591	1483.87304651561	577.465476026562	903.515207041674	2051.49572250045	1349.77222500334	1148.51324449073	1080.90335182868
"P562-PWY"	890.45411257693	55.2622883590134	60.4340499413544	542.010594906081	135.176374991162	328.964259684805	91.3280393780301	492.805006234874	136.132815166022	421.051215595863	286.785872778705	673.537181330385	86.1727842435094	759.113802967631	256.517389600649	639.176757067199	142.40325396829	24.2177262180974	87.2251732395441	59.7243612276461	173.110138137692	140.901143168645	35.4388779761493	92.1193861443194	230.253279631057	73.9823089198165	55.4020382165605	52.6722769393248	520.111814522307	527.624796211321	356.903283792631	80.6430868167203	1052.33935084252	160.080934013063	109.311579302041	414.673082551978	456.186163497504	204.845835756533	148.532054261402	319.998695388198	388.472807355976	147.487766180083	105.714277966396	1832.95549580074	126.092495048212	49.4208477935899	367.829195484401	257.39226570315	302.87556880751	267.698410756722	6.58799404663469	342.537426886888	71.0941425376452	310.573627439123	333.690181018653	843.80882913723	870.348728326667	1010.49491034591	128.995285190918	155.42198789379	338.478457536222	42.3958263475564	260.88314290645	687.809793569961	439.62897026599	81.7473060535282	52.5683685078427
"P621-PWY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PANTO-PWY"	8440.07872943728	3665.92314635123	6711.51659095197	3734.89357290918	2268.64495615117	5927.55249287937	3715.7508995119	4251.43416202485	3532.90734358054	9317.86036856026	4176.41286555117	6232.48985042889	2037.11893395077	5627.73033902333	4656.95449930514	5440.66998714615	2985.59038133067	2849.81664796415	4335.49540937921	3564.68366917582	5228.8472938948	3051.28425560966	1903.7815019885	2890.00096022039	2920.58090896368	1906.16610181377	2181.93433088386	2802.48348034349	3026.41158477524	4333.6819342683	2302.80455892152	3630.28276089434	2559.57232475151	4121.93925207369	3723.76131362189	3729.43098149304	4259.55284264413	4540.31023586592	3715.79773956034	3333.90559802721	5329.60006625508	3612.37193283998	2760.09918362931	7953.96265078765	2226.09893813275	2081.67051036638	2175.70793407192	2820.33506234116	3960.66332086691	3909.18674696117	4329.62510530137	3610.51956455838	3728.20240697985	3734.04326340976	6063.89545952851	4822.16516503633	10675.724444057	10052.2408550417	4482.6309669261	4519.53600929255	6730.92583200392	2224.89981889251	3069.97987916822	3406.40233089793	2522.97400718167	3840.26462446405	3956.55572088049
"PANTOSYN-PWY"	10440.1945584776	4767.20910101888	8336.01159921322	4615.66083619907	2953.09831697594	7178.63817411852	5010.8600533484	5539.99464078331	4643.56215655181	11287.5861317364	5150.32530973512	7879.50388773281	2543.62549528661	6729.55971176448	5620.6982282253	6653.69368662369	3887.53879814881	3816.21514188056	5266.24472137059	4202.05632343192	6300.21551552296	3896.9100403712	2587.61556454705	3768.23326937715	3686.59842577392	2459.73658043539	3022.78230602567	3628.87167539323	3851.91160901399	5383.06742543672	2987.75011876818	4707.50320240853	3223.61978358755	5029.79029004098	4675.87906247774	4729.67218788158	5390.81151031082	5912.08168650566	4847.99527997584	4381.5274287023	6533.21376343847	4478.17247672184	3387.25155610728	9876.60418887374	2887.20035887751	2742.06044162022	2764.33895279561	3428.93149053438	4622.09048190134	4821.00380268077	5123.36414365783	4470.71651452759	5014.34263358255	4605.62938303935	7543.59198506863	5855.00368832356	11309.6218642027	10637.5906297004	5487.81074676486	5437.50257582084	8049.07747810368	2787.88415340871	3780.306431809	4285.9472837893	3251.09726541374	4726.9954082902	4795.1613636988
"PENTOSE-P-PWY"	14487.5545168098	3971.14676995595	6738.94658195342	6431.25736269534	4719.83387545999	8922.62633473645	5544.25544390834	7807.05211923846	7036.32677054328	12860.3208696004	6481.43612529793	10164.6365541863	2464.97645460176	7610.89057671878	5316.057655213	7184.90363099585	3808.64579260189	5341.14577291894	5743.63042547051	4527.97885691207	6638.94138375522	4559.17927212952	2990.64839618129	3876.32207829744	4582.62060820697	3238.7028172539	6075.27071113234	5883.07149618347	5556.73425139586	7794.66554626539	5024.64584036715	5700.56457225256	5026.24242123421	5581.3044691145	5686.32492441366	5422.18070538506	6335.87282451428	6684.83587881027	5255.49552860117	5859.62719679498	8644.4573664689	5205.02424847079	3981.58214917335	12537.9083977107	3195.97052743808	3444.95474588536	3870.60767938311	3934.2148033808	4948.58048600603	5876.34811317427	4535.55697032137	5892.38491984554	7307.73651521575	5706.62407718162	9219.99059616291	9018.72466353057	11623.8745032917	11546.3077165639	6102.64312419868	5476.41869788417	7243.08677295908	3061.35464377754	5914.46134136293	6058.36997338158	4393.95265718279	5640.49672578182	5359.63426164173
"PEPTIDOGLYCANSYN-PWY"	20935.1137176702	11840.8848170758	13423.2462953536	9514.37838444313	7384.08784175959	12389.1349011995	11105.0673555435	15373.5050947162	11561.0969821834	19697.3065801863	9576.55342039098	16534.6356666173	4917.22922870332	11151.3065016005	8892.43917809772	11059.3901411618	7545.67652396021	12475.5725126982	8678.99976502724	7052.83268418209	11125.2173351398	9000.519137616	6074.0885102444	7391.25253296583	7453.93026369202	6194.11994259999	13810.8291464508	8791.30133311405	8697.45012779798	10945.5195140799	7327.95407593303	9833.17754146085	7734.55248345099	8921.99055895475	9354.47108924587	9528.30728477833	10947.4914730104	12106.5640166045	9693.88557639836	10515.4680623714	12738.7003361691	8201.01174524027	6455.32360717301	18877.1502696176	5693.70544166585	6349.43999012265	6117.42196302554	5995.11604250978	7804.90751407725	9528.0672903918	7609.79466049693	8791.61062629798	13217.2924441009	8947.56405163387	13581.0866386668	11927.4184678627	13276.8128550161	12625.8621554755	9665.73075869184	9500.11254992046	14287.7325571742	5740.06148507916	7968.02820398487	9111.91064519566	6973.25862256003	8360.66601453955	8020.34653713336
"PHOSLIPSYN-PWY"	21849.4757556205	12890.7724649582	12435.2389764931	9817.76022509661	7119.09657732543	12280.2321069934	10706.000657117	16885.0249560829	11380.8530149464	19932.9236738413	9605.07615546314	16426.0159826751	5118.95043241476	10801.6673846024	8100.37266657555	10595.7208411818	7149.48147265297	13847.0912936902	8171.16768333585	6526.18982526396	11577.0284732696	9773.8719451442	5828.54679723835	6977.15829659141	7411.75260361718	6641.4575033545	15531.6260107274	8951.09868230554	9034.57606249465	11075.8858323479	7390.48468081953	9543.08025618231	8267.8947259033	8949.72784092598	9472.91634230955	9525.68832996232	10924.702278694	11943.0570840323	9356.89835973683	10350.2089692558	12650.1653686958	7687.46993228988	6762.90866191842	18579.5010950378	5343.93756100339	6118.37701045764	6356.7293656269	5924.53054044936	7540.9812927657	9703.76844427927	6248.20516714991	8931.10788579385	13584.9552095528	9254.45226019317	13351.7691942712	11813.2262822087	13622.8998398986	12536.0438546097	9602.85651688709	9893.33855843438	15077.8866012787	5800.79701693714	7773.29841806419	9288.32064472133	6917.08166810973	8091.49193214317	7663.89996553792
"POLYAMINSYN3-PWY"	1676.16999267994	170.383745174693	184.769031237661	368.781484537803	109.112450689537	563.56020250275	408.626888169213	1031.66055977978	339.937477623334	546.344581240129	232.637084752602	354.119354471423	233.263333833206	517.598839903225	321.849943280343	464.475093170004	254.328307377611	148.114338335722	268.431129219901	178.678963629407	522.640661857853	597.298328013796	131.752527393365	248.479011696524	537.111709770548	71.7396644732011	67.2385281405084	74.9078248298126	632.741304005822	403.169490141758	166.54582796218	343.142700708876	190.067030626481	260.224996769476	273.02679853916	334.772505059212	358.394908579424	417.387192991426	381.658836295639	171.737354931042	507.763452739101	285.564772766437	225.07867588911	991.891810563027	122.944025937678	104.02859396077	178.662325961677	171.74262593391	155.747414953477	238.637031941438	337.782245388377	355.170867294931	396.278835969827	360.090582778441	562.691613237516	392.929287494647	803.7444120835	723.486523138063	549.517187706818	514.236624179689	1096.22659531723	154.90586768252	327.885049739392	552.67216641319	327.450647280427	418.263593424276	337.726552505491
"POLYAMSYN-PWY"	1779.932413811	281.738272862753	208.77004783143	504.024438489353	129.632305789641	708.168892433005	452.646287836372	1088.35075890134	348.816009017195	1549.80600984005	635.131453062045	808.50183606972	289.111993743055	551.808513667178	334.961905290733	487.771433324251	253.445649467353	286.437401186827	505.473569593862	384.129278265995	630.510165520619	624.744743140775	205.005486721931	411.277444904809	615.820946513627	175.251976874457	286.437707484209	157.36735761673	711.586916999285	488.008782675028	270.633542877574	393.841867944845	204.142232511593	417.111504577411	419.153334488639	466.560638533067	590.79363383493	585.93140057427	488.367488129041	467.00471377967	1074.33432101825	541.989194118003	236.496809782855	1352.19766281941	162.181107174351	123.580129367391	214.874719778473	403.1843632174	388.234406736956	531.984290596846	381.77832045348	552.771840601374	464.108024732934	529.637914280524	955.040591947684	924.221730792553	800.750053910808	719.940484504022	779.170520075372	529.160860598045	1128.14767106915	416.942679107157	701.048047682873	605.480643889892	343.186096435881	441.355348439845	349.958570641656
"POLYISOPRENSYN-PWY"	11565.3114527909	5319.29315823632	9465.92703029562	4932.03216503322	5869.33652177014	7645.33993319897	8031.65380279805	6145.29131099182	8606.45713161199	10965.4253289378	6254.65597055431	12667.1429875459	2627.17647778562	7252.48106806239	6469.08576620768	7744.44482458796	5580.20143880399	5428.47274663953	5677.33913286205	4775.51271745397	5738.51015997102	4069.41191090966	4851.70088055202	5336.96671601191	5037.28929646765	3040.99282570134	6184.89227976513	6273.10500578172	5763.66915607537	6959.80783243394	5245.6827675446	6738.53299362261	4287.55786154455	5317.58184896037	5586.4314950175	5226.27084986856	6051.35142547841	7329.17087414592	5995.41762042017	7885.85545144149	7635.07060309528	5308.11442025498	3282.60139841463	11417.8322060868	4182.19349406492	4842.85365952071	3643.51633719533	3933.13246366843	5559.52777838073	5151.04893223043	5631.17264577339	4825.59571144673	9732.82338914606	4738.71937106207	8279.8342983754	8219.05399395059	11904.1591474234	11183.9013979224	5813.95014651864	5026.97275158082	7477.9184858275	2852.44836548848	5675.56617073003	5575.47640375352	4735.20863314651	5175.94906470866	4969.02691542342
"PPGPPMET-PWY"	0	0	0	0	0	12.1453492185533	0	226.166121944798	44.931500493034	189.238864285135	0	0	0	39.9416784075183	0	0	0	19.9888545762029	9.99529409333288	0	24.9779089588755	14.9899157165365	0	0	0	0	14.9947347328376	5.59880831714227	0	0	0	7.49766848004926	0	17.4856723724853	14.9900797657435	0	0	0	0	0	0	0	19.9758667598598	7.49870590333995	0	1.24990346433368	0	0	2.49957920857847	29.9624702291701	0	0	0	0	9.99686649885964	4.99918195321191	102.803242937991	123.659486031347	0	0	19.9880717439164	0	0	0	0	0	17.485667463669
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY"	0	0	6.39879731180396	0	0	24.7826145359033	0	0	0	12.3971539924067	10.7952682770103	102.494185028961	0	0	0	0	0	0	0	0	9.19741453991396	0	1.99964897870354	0	0	0	0	1.0719609592658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59986263205567	0	0	1.33322542791243	0	0	1.5999024540429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRPP-PWY"	6197.79102327581	1515.98922039181	2767.86963024786	2122.96640803906	1298.85659620229	4334.96849806788	2660.70097868144	4042.4255862673	2771.38859352378	6261.35994703951	2789.51761945047	4899.78311173031	819.575434453274	3456.26152113494	2974.32787228603	3731.76088385487	3550.99860458661	4366.96380265592	3224.19141595681	2610.82535814334	4119.75597719216	1548.24371756727	1311.43065914407	1797.79381396576	3087.36252388705	2054.76952773693	2551.70017957935	3304.51277551098	3563.99414426241	2623.38374415704	1073.65998453113	2094.830489962	1142.88859587683	2041.68425753969	2113.63948071916	2325.502699119	3106.43513018777	3265.55562653586	2463.36459446383	1868.54059898455	3210.27171678443	2821.41887471189	1769.51701286922	5075.92354416296	1440.80270383768	1264.79028297781	1177.1836971967	731.44118086661	1305.94356008465	3770.25084343748	3004.42634891056	2121.23759301612	2827.10683397798	2223.43136706562	4131.85289010399	4161.74254972996	9752.58664699554	9230.32537339953	3132.12666907931	1952.35214595671	3646.01410479778	1171.67443334293	2922.38848460458	2056.41773382914	1493.83938492284	2748.68392623133	2318.28473675321
"PWY-1269"	4484.09860221373	2077.50367057275	5341.83371491584	2023.24090929685	1396.90485303545	3479.8411529088	2798.785794218	1566.07940201511	2088.40976747263	5220.88733909612	2475.26611294069	3232.39584881733	1142.34606475878	3755.30998451325	3862.07968699454	4357.55856586028	2424.23368071975	1387.02195589346	2992.37676046423	2608.3012919111	2497.68821149035	1533.32412782323	1350.30699791446	2145.94128917942	1793.66566597044	977.924040400782	1106.32941387809	1659.6046808318	1623.08070960389	2151.65672934429	1296.65744169054	2240.39576357989	1202.09385136341	2558.60924931251	1941.56568445245	2354.57916262996	2750.25814594756	3101.86741411046	2638.99926722134	2130.12863906137	3269.08749964685	2733.06439334878	1194.32514664646	5591.78766046281	1673.04219087077	1387.42592460398	1048.01496905596	2152.61462242526	3359.81832663421	2332.31593288201	3683.9557685356	2201.85962792833	1653.46118949164	2089.64646946698	4111.13561973888	2986.69868379847	8974.94604207155	8373.65099712995	2822.70992160116	2180.76278774753	3322.87252394004	1324.55837707981	1922.1509010719	1938.06549871811	1618.60947687296	2350.74671145772	2472.28430340336
"PWY-1422"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-1541"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-181"	0	0	0	0	0	0	0	0	0	0	0	0	5.34027258506665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-1861"	11565.4457571573	1165.03751289126	1077.64586583869	3614.01489478913	1119.47592713476	2597.72682856729	1641.07913264806	4626.82033922766	1618.08227190495	3263.95611236919	1844.44691659339	2947.21442511634	1004.81755743734	4241.56326246365	1779.69686433754	5034.07122355709	1723.75217016737	2035.61229367897	1253.36709240216	809.098625371501	2626.85674026704	3059.30073712695	841.491070993215	927.575908795154	1167.36795282374	788.38671169128	386.56798659941	423.648114095398	2159.07986741033	3469.32090478079	2381.93425255298	1506.5679759996	4230.05967201778	2970.30153047431	2415.8437085161	2307.90183084374	2977.53049467737	3750.89370517076	2471.47683951755	1794.89980207358	3472.81101873472	1650.13296157195	1501.42439031664	8012.61211912404	858.705938402979	500.668774516463	2164.29041016846	2558.49112493251	3543.17992068565	2489.04289327164	3471.2527941424	3152.41505890429	2465.15473059148	3353.93761244748	3656.80628546148	4061.35754660701	6273.83536724571	4820.50606023962	2126.73287860729	1782.13394006426	4594.88357051689	2830.83302150585	1675.35633015512	3785.72420411586	2599.60753972449	1434.46212690654	1125.26178777549
"PWY-2941"	11810.4975102433	2069.82530124679	4738.816606116	4910.40688331777	5989.99668961368	6736.81855118892	8341.06907828088	5586.94877989062	8396.56382883343	9291.24644130287	6357.77077332709	12779.7232528969	1690.65158205745	5040.15698513595	5575.07291247746	5287.81330178365	5696.27026153219	5545.15903131641	3265.90996287665	2604.1350512063	4511.09400258069	3597.95372562994	4715.92771022053	4748.83321421274	4317.43952195573	3128.71534901562	5512.41328397892	5817.77269770902	5064.60124504572	6961.28723269075	5322.56117731803	6223.00868517298	3237.21381965506	3757.93553489785	5421.49156288411	4452.30789795831	4996.52322166935	7672.41906400502	6195.61301517676	8112.95295172192	5344.70622213441	3796.35532603379	2947.29056697726	10954.9189926463	3681.34720189166	4433.35424101831	3279.70513280214	2719.10925026526	4149.4022448444	5064.70758973132	5487.29220453797	4967.31071762486	10305.8381397529	4474.45913944735	7987.9170476134	7470.51232137716	4151.54297623769	4555.94969288433	4032.34125147734	3192.34720908754	2491.28440848569	3626.02024143046	5198.0771852279	5744.2524421264	4995.91968731776	4834.14897530415	4329.11406456075
"PWY-2942"	23113.3560239429	12251.241124204	13233.878712596	10225.5530143924	7126.41251800899	12447.5876391851	11313.9883303122	16083.1260745102	11061.5597234823	20386.0368603371	9762.1491605618	16008.6488842733	5236.79028845521	11890.3929825739	8836.49914918049	12031.6721741879	7624.18559104866	13035.0800840137	8254.77528825215	6566.75660968079	11639.6202526015	9812.31214202568	5718.26146617569	6990.33958767263	7050.30631203417	6410.30738471956	13892.8931324255	8376.12577314262	8467.53827931875	11225.786926536	7375.15631193548	9481.08841864656	7810.5186315677	9513.25082420368	9562.7580230392	9701.13573310773	11136.1671705874	12611.4807634535	10023.9662724694	10366.8438733539	12302.1641264845	7611.30762444118	6688.8315784452	19978.9901815513	5299.65272638814	5851.23935281181	6236.74818709211	6193.03243756037	7954.60171202181	9954.74248092613	7627.72135192129	9477.55808407254	13320.3001769924	9715.1245353878	14589.0523695513	11826.0443432615	15604.5227642017	14481.8903828479	9915.69141193306	10342.0191586835	15619.3055768298	6055.56890497927	7668.45596713693	9678.83866796372	7297.11455883888	8480.6003504329	8335.79375362079
"PWY-3001"	19898.1276569905	12015.3952988403	12506.5812280154	9033.41370672477	4552.94698791237	11048.8965990792	8565.70526885806	14545.4994280277	7681.81995770797	18843.4169051387	8168.84711171765	11625.7732917923	4887.80350243197	10813.1242977163	7364.65445829967	11231.4895061338	5694.28518648448	11942.3172493661	7809.1995129901	6248.06039066294	10689.9794395863	9168.53991783053	4066.18310397942	5502.17209242572	5608.1503503683	5770.80184791616	12598.6871336927	6070.54460139844	6743.81348190794	9193.22796383791	5600.67699145312	6890.42348941342	7113.03593019582	8992.9983935961	8387.81456233594	8101.54818013949	9325.43659099961	10623.6939311664	8287.13402368637	7862.83355154673	10806.6466381562	6554.83024124408	5910.57928556522	17885.633050029	4098.1970325422	3661.34948838299	4991.4508660609	5748.73512317839	7622.97289074253	8939.26141158988	6882.91256304884	8513.14207550409	10284.3477363384	8996.12326797987	13115.8189522393	9589.40609517392	15502.7167562392	14354.8251096831	8990.75535341541	9832.8034733748	15308.601224944	5443.53759613615	5961.98492434116	8525.26892380799	6073.99937226461	7139.71901721768	7284.49178522067
"PWY-3661"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-3781"	1915.77448293299	385.072328167285	179.098689499562	475.578448185667	15.9745820684566	2772.90967955495	502.436659359268	521.698813509311	154.39195541369	2588.19765077494	2388.73188474335	6522.04511607142	349.434939166153	876.045949232222	75.7838310651319	1326.43142761327	367.731486396104	245.45704589616	256.437445269213	99.3890456689531	1379.21989526383	855.206958224411	39.3331496621479	305.932764873375	55.7643655016394	152.418800024856	321.044729692401	62.3429229505896	365.296654654444	140.799120584359	55.6884894673831	121.184768116159	161.769132454892	958.456137768494	410.929972274879	676.06662931521	759.162481661526	1245.12513175542	570.365699918556	122.964508216406	854.782046251761	289.176854161418	618.486712076804	1306.86832126362	107.031518983968	23.9404997751357	263.311360524687	1919.85491705701	3953.85427422897	411.140256374092	188.414698631533	302.094031207853	501.122597855636	539.923832460552	795.00007600918	623.124478607829	2772.80237223548	675.411700660442	1020.53229065102	348.400708312755	481.364968340635	591.624770055134	79.5141426541584	398.305942874734	302.920892972638	263.604450728129	144.782653308411
"PWY-4984"	4650.93988667138	283.585282926581	927.237406451785	520.445307767789	513.451355245209	2577.27508378716	667.323430811618	869.911278415855	1416.29571791216	3997.50257568491	1900.6148959486	3024.49429817337	358.425720353	1329.99110481188	1726.82970104579	677.543487182334	789.728419605685	614.346595754606	630.811898740317	463.490681858982	1472.54170669388	330.729130673893	885.667444287907	1001.42405162028	660.544104703165	506.95070143004	1629.27941817214	2246.00205375895	658.895388157439	1007.39408872341	612.70857656519	1889.71961680068	842.66619609681	418.792734870559	442.614338885555	1365.09150525922	1529.22893928911	436.966209860357	619.711752578647	1072.59511372903	834.39731993016	778.178991854577	959.271565207578	1737.03032504471	824.085208459094	1663.43687426384	1105.24281551802	751.373327469471	1010.94653941416	883.219119714319	2201.22838626601	726.74749825479	184.962528292429	568.124670862771	1557.48046533627	1683.4045378114	8493.24837813909	7650.09903592173	1667.24617456667	623.741797263176	1698.84959131386	695.136772556507	1306.37586546178	444.725108508736	300.543326225505	1474.76823787998	1075.59823127952
"PWY-5005"	0	0	0	0	0	0	0	0	0	0	0	0	1.60690564262858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5022"	1379.95487161309	280.792863002692	223.986649443008	469.722224762966	105.295669839778	1024.10408712825	526.11976372253	453.663140919797	159.331522852087	1561.37152851599	720.109947643979	1890.17190114808	261.987802244755	641.105011107253	126.311019430221	753.789265924771	269.931881727505	332.06859382506	338.83854329138	214.447646854352	657.760407503368	684.556231489392	133.675303930707	258.245734283435	181.389360114642	212.808058451307	258.972071089156	91.2403708830853	324.023718954291	326.380881595298	132.576485718566	204.473860644142	189.249208973692	587.106585331035	497.589462844936	424.317584365983	428.278744336071	719.678528092069	384.854776243839	777.031897952733	856.771384543045	542.774178231799	400.297851686311	1167.69603606493	76.0801057182364	99.2333344763348	247.982611569412	375.503579952267	480.474903474904	692.633086501281	64.3155452436195	656.302945513815	442.820331095772	492.433338182894	865.120798008736	1017.39904553444	1227.81603689185	842.40007890238	254.904672055481	433.365702611006	530.70632410576	174.177142857143	728.243994193497	600.147347811927	379.103052376357	218.862363878704	215.380990596032
