Num samples: 100
Num observations: 1,862
Julianne-716-CEC_S231_L001_R1_001_F_filt-fastq-gz: 6,891,687.650
Julianne-853-CEC_S280_L001_R1_001_F_filt-fastq-gz: 6,951,486.980
Julianne-838-CEC_S281_L001_R1_001_F_filt-fastq-gz: 6,973,717.540
Rep1-Julianne-840-JEJ_S177_L001_R1_001_F_filt-fastq-gz: 6,980,877.300
Rep1-Julianne-847-JEJ_S112_L001_R1_001_F_filt-fastq-gz: 7,075,905.810
Julianne-337-CEC_S242_L001_R1_001_F_filt-fastq-gz: 7,275,837.270
Julianne-536-COL_S265_L001_R1_001_F_filt-fastq-gz: 7,345,014.620
Julianne-604-JEJ_S208_L001_R1_001_F_filt-fastq-gz: 7,365,134.130
Julianne-899-CEC_S221_L001_R1_001_F_filt-fastq-gz: 7,378,783.120
Julianne-663-COL_S268_L001_R1_001_F_filt-fastq-gz: 7,396,229.350
Rep1-Julianne-717-JEJ_S102_L001_R1_001_F_filt-fastq-gz: 7,456,379.250
Julianne-856-COL_S254_L001_R1_001_F_filt-fastq-gz: 7,517,898.340
Rep1-Julianne-853-JEJ_S120_L001_R1_001_F_filt-fastq-gz: 7,798,963.360
Rep1-Julianne-351-JEJ_S150_L001_R1_001_F_filt-fastq-gz: 7,803,801.240
Julianne-547-JEJ_S206_L001_R1_001_F_filt-fastq-gz: 7,839,990.120
Julianne-337-COL_S269_L001_R1_001_F_filt-fastq-gz: 7,890,374.460
Julianne-667-JEJ_S209_L001_R1_001_F_filt-fastq-gz: 7,934,452.480
Julianne-791-COL_S256_L001_R1_001_F_filt-fastq-gz: 8,232,868.380
Rep1-Julianne-872-CEC_S125_L001_R1_001_F_filt-fastq-gz: 8,284,178.850
Julianne-661-JEJ_S212_L001_R1_001_F_filt-fastq-gz: 8,301,966.180
Julianne-579-JEJ_S207_L001_R1_001_F_filt-fastq-gz: 8,316,166.390
Rep1-Julianne-337-JEJ_S134_L001_R1_001_F_filt-fastq-gz: 8,651,065.980
Julianne-962-CEC_S222_L001_R1_001_F_filt-fastq-gz: 8,946,447.510
Julianne-582-COL_S270_L001_R1_001_F_filt-fastq-gz: 9,152,191.550
Julianne-547-CEC_S233_L001_R1_001_F_filt-fastq-gz: 9,159,879.570
Julianne-331-JEJ_S219_L001_R1_001_F_filt-fastq-gz: 9,289,100.500
Julianne-536-JEJ_S211_L001_R1_001_F_filt-fastq-gz: 9,634,997.520
Julianne-847-COL_S283_L001_R1_001_F_filt-fastq-gz: 9,827,346.050
Julianne-924-JEJ_S197_L001_R1_001_F_filt-fastq-gz: 9,979,565.410
Julianne-847-CEC_S279_L001_R1_001_F_filt-fastq-gz: 10,365,507.140
Rep1-Julianne-582-JEJ_S142_L001_R1_001_F_filt-fastq-gz: 10,805,131.650
Julianne-542-JEJ_S205_L001_R1_001_F_filt-fastq-gz: 10,816,189.020
Rep1-Julianne-858-JEJ_S164_L001_R1_001_F_filt-fastq-gz: 11,190,478.300
Rep1-Julianne-872-JEJ_S101_L001_R1_001_F_filt-fastq-gz: 11,268,094.350
Julianne-891-JEJ_S193_L001_R1_001_F_filt-fastq-gz: 11,361,356.540
Rep1-Julianne-663-JEJ_S126_L001_R1_001_F_filt-fastq-gz: 11,478,822.620
Rep1-Julianne-665-COL_S180_L001_R1_001_F_filt-fastq-gz: 11,543,243.800
Julianne-856-JEJ_S200_L001_R1_001_F_filt-fastq-gz: 11,678,583.870
Julianne-579-CEC_S234_L001_R1_001_F_filt-fastq-gz: 11,846,754.150
Julianne-882-JEJ_S199_L001_R1_001_F_filt-fastq-gz: 12,016,495.750
Julianne-331-CEC_S246_L001_R1_001_F_filt-fastq-gz: 12,916,485.580
Julianne-665-JEJ_S210_L001_R1_001_F_filt-fastq-gz: 13,131,833.300
Julianne-962-JEJ_S195_L001_R1_001_F_filt-fastq-gz: 14,724,452.250
Julianne-899-JEJ_S194_L001_R1_001_F_filt-fastq-gz: 18,971,147.000
