feature	k__Bacteria.p__Bacillota	k__Bacteria.p__Bacteroidota	k__Bacteria.p__Thermodesulfobacteriota	k__Bacteria.p__Verrucomicrobiota	k__Bacteria.p__Pseudomonadota	k__Bacteria.p__Actinomycetota	k__Bacteria.p__Cyanobacteriota
Rep1.Julianne.582.JEJ_S142_L001_R1_001_F_filt.fastq.gz	-0.279359064540918	-3.50635266602479	-8.02920966480372	-13.49001516158	-7.77702264120692	-3.65007471250988	-14.2804083112585
Rep1.Julianne.716.JEJ_S110_L001_R1_001_F_filt.fastq.gz	-0.825754651683351	-1.41137780269236	-4.85798099512757	-8.33371442609397	-6.70922356118618	-6.29662510735875	-14.2804083112585
Rep1.Julianne.872.JEJ_S101_L001_R1_001_F_filt.fastq.gz	-0.00382811561482019	-9.53473890918285	-9.58536498225282	-13.49001516158	-14.0749776623012	-13.9444070450714	-14.2804083112585
Julianne.542.JEJ_S205_L001_R1_001_F_filt.fastq.gz	-0.0957494723922074	-4.03855093109185	-9.39155542984578	-13.49001516158	-9.25828889898232	-13.9444070450714	-12.0238236453453
Julianne.661.JEJ_S212_L001_R1_001_F_filt.fastq.gz	-0.654309698188529	-2.12164328366751	-5.74083190694205	-13.49001516158	-11.9147588389419	-3.1093373927701	-14.2804083112585
Julianne.665.JEJ_S210_L001_R1_001_F_filt.fastq.gz	-0.0350696665272513	-5.95408082549261	-13.0592693419761	-13.49001516158	-8.47943383707561	-7.66620234868133	-12.6087168540206
Julianne.667.JEJ_S209_L001_R1_001_F_filt.fastq.gz	-0.570721728692374	-1.71622794944344	-6.48513404278752	-11.9445656614248	-9.56605403817109	-6.69663814798124	-14.2804083112585
Julianne.835.JEJ_S198_L001_R1_001_F_filt.fastq.gz	-0.721704406377178	-1.4826573118766	-5.1613798923093	-13.49001516158	-7.64756423855229	-8.44962486094038	-14.2804083112585
Julianne.882.JEJ_S199_L001_R1_001_F_filt.fastq.gz	-0.0174316263047351	-6.92203923204297	-11.9444070450714	-13.49001516158	-8.20744145090522	-12.9444070450714	-14.2804083112585
Julianne.899.JEJ_S194_L001_R1_001_F_filt.fastq.gz	-0.0271087919292535	-5.95306993814419	-12.0592693419761	-13.49001516158	-9.80292958871633	-9.80292958871633	-14.2804083112585
Rep1.Julianne.717.JEJ_S102_L001_R1_001_F_filt.fastq.gz	-0.634158373982421	-1.8154670105755	-3.99121746970204	-13.49001516158	-8.96849739320195	-7.22307022028755	-14.2804083112585
Rep1.Julianne.840.JEJ_S177_L001_R1_001_F_filt.fastq.gz	-0.825192542396758	-1.45560577106962	-4.30583449047301	-7.66377312112607	-8.52771157155004	-6.33236397322782	-11.3642128392672
Rep1.Julianne.841.JEJ_S104_L001_R1_001_F_filt.fastq.gz	-0.983550244821604	-1.18874349139302	-5.73011672356649	-5.18451665511611	-7.4316769816015	-8.17839055231927	-14.2804083112585
Rep1.Julianne.853.JEJ_S120_L001_R1_001_F_filt.fastq.gz	-0.334977937040177	-2.35037031771798	-7.94100793971403	-7.7929093007249	-8.90253379189939	-11.150461305343	-14.2804083112585
Julianne.838.JEJ_S277_L001_R1_001_F_filt.fastq.gz	-0.569822808252717	-1.76424954130378	-5.98174769566423	-13.49001516158	-6.20552267105079	-8.61733626945535	-14.2804083112585
Julianne.923.JEJ_S196_L001_R1_001_F_filt.fastq.gz	-0.663756381148001	-1.52095123782679	-7.40884331986964	-13.49001516158	-6.17981780620074	-10.6260740360903	-14.2804083112585
Julianne.924.JEJ_S197_L001_R1_001_F_filt.fastq.gz	-0.183984480414728	-3.87186073709191	-8.57856851016543	-11.9845608698413	-4.39809634395488	-9.78292700867162	-14.2804083112585
Julianne.962.JEJ_S195_L001_R1_001_F_filt.fastq.gz	-0.000619536958084526	-10.5347389091829	-13.0592693419761	-13.49001516158	-11.1855981618968	-13.9444070450714	-14.2804083112585
Rep1.Julianne.540.JEJ_S118_L001_R1_001_F_filt.fastq.gz	-1.19395427985553	-0.892126332390093	-8.28494881207613	-10.6354460591603	-6.64449119876327	-6.60864599981654	-14.2804083112585
Rep1.Julianne.663.JEJ_S126_L001_R1_001_F_filt.fastq.gz	-0.396494750367863	-2.11036289270947	-7.67254223036863	-12.0064429669221	-8.91898012567173	-9.38195210201428	-14.2804083112585
Rep1.Julianne.847.JEJ_S112_L001_R1_001_F_filt.fastq.gz	-0.637284033219865	-1.80792402390023	-5.79906279596054	-4.64657238785425	-6.99728890616623	-7.46935735048145	-13.0085161615895
Rep1.Julianne.858.JEJ_S164_L001_R1_001_F_filt.fastq.gz	-0.398581827596184	-2.9786759806061	-3.49837418561373	-13.49001516158	-9.8551929271711	-5.32381146665479	-14.2804083112585
