Merged_ID,Date of Experiment_Day_1,Date_Imaged,Exclude,MouseID,Genotype,Sex,"Plate (P1, P2, etc.)","Section (A,B,C,D,E,F)",Stitch.tif found? ,Comments,Category,Area,Mean,Min,Max,IntDen,RawIntDen
5.17.23_P4_E,5.17.23,5.31.23,No,1944,MUT,Male,P4,E,TRUE,,Ipsilateral,1169367,37.234,0,255,43540433,43540433
5.17.23_P4_F,5.17.23,5.31.23,No,1944,MUT,Male,P4,F,TRUE,,Background_1,6336,31.692,0,150,200802,200802
5.17.23_P4_F,5.17.23,5.31.23,No,1944,MUT,Male,P4,F,TRUE,,Background_2,4052,29.403,0,136,119140,119140
5.17.23_P4_F,5.17.23,5.31.23,No,1944,MUT,Male,P4,F,TRUE,,Background_3,3436,27.636,0,111,94957,94957
5.17.23_P4_F,5.17.23,5.31.23,No,1944,MUT,Male,P4,F,TRUE,,Background_4,8476,31.44,0,177,266485,266485
5.17.23_P4_F,5.17.23,5.31.23,No,1944,MUT,Male,P4,F,TRUE,,Contralateral,1235637,52.692,0,255,65108743,65108743
5.17.23_P4_F,5.17.23,5.31.23,No,1944,MUT,Male,P4,F,TRUE,,Ipsilateral,1294896,42.696,0,255,55286476,55286476
5.2.23_P1_C,5.2.23,5.12.23,No,1907,HET,Female,P1,C,TRUE,,Background_1,5544,12.937,0,113,71723,71723
5.2.23_P1_C,5.2.23,5.12.23,No,1907,HET,Female,P1,C,TRUE,,Background_2,5884,14.344,0,99,84402,84402
5.2.23_P1_C,5.2.23,5.12.23,No,1907,HET,Female,P1,C,TRUE,,Background_3,6376,11.712,0,73,74678,74678
5.2.23_P1_C,5.2.23,5.12.23,No,1907,HET,Female,P1,C,TRUE,,Background_4,6336,13.406,0,97,84940,84940
5.2.23_P1_C,5.2.23,5.12.23,No,1907,HET,Female,P1,C,TRUE,,Contralateral,1466196,27.942,0,239,40968174,40968174
5.2.23_P1_C,5.2.23,5.12.23,No,1907,HET,Female,P1,C,TRUE,,Ipsilateral,1383711,23.968,0,242,33164247,33164247
5.2.23_P1_D,5.2.23,5.12.23,No,1907,HET,Female,P1,D,TRUE,,Background_1,6924,9.95,0,71,68892,68892
5.2.23_P1_D,5.2.23,5.12.23,No,1907,HET,Female,P1,D,TRUE,,Background_2,7188,12.605,0,88,90607,90607
5.2.23_P1_D,5.2.23,5.12.23,No,1907,HET,Female,P1,D,TRUE,,Background_3,6608,8.712,0,81,57570,57570
5.2.23_P1_D,5.2.23,5.12.23,No,1907,HET,Female,P1,D,TRUE,,Background_4,6636,10.483,0,82,69563,69563
5.2.23_P1_D,5.2.23,5.12.23,No,1907,HET,Female,P1,D,TRUE,,Contralateral,1360822,22.072,0,255,30035500,30035500
5.2.23_P1_D,5.2.23,5.12.23,No,1907,HET,Female,P1,D,TRUE,,Ipsilateral,1223332,20.34,0,255,24883175,24883175
5.2.23_P1_E,5.2.23,5.12.23,No,1921,MUT,Female,P1,E,TRUE,,Background_1,16220,11.929,0,108,193484,193484
5.2.23_P1_E,5.2.23,5.12.23,No,1921,MUT,Female,P1,E,TRUE,,Background_2,16220,14.745,0,85,239170,239170
5.2.23_P1_E,5.2.23,5.12.23,No,1921,MUT,Female,P1,E,TRUE,,Background_3,16220,17.869,0,168,289828,289828
5.2.23_P1_E,5.2.23,5.12.23,No,1921,MUT,Female,P1,E,TRUE,,Background_4,16220,14.627,0,198,237243,237243
5.2.23_P1_E,5.2.23,5.12.23,No,1921,MUT,Female,P1,E,TRUE,,Contralateral,1497980,39.07,0,255,58526347,58526347
5.2.23_P1_E,5.2.23,5.12.23,No,1921,MUT,Female,P1,E,TRUE,,Ipsilateral,1287620,24.309,0,255,31300760,31300760
5.2.23_P1_F,5.2.23,5.19.23,No,1921,MUT,Female,P1,F,TRUE,,Background_1,6376,14.516,0,82,92556,92556
5.2.23_P1_F,5.2.23,5.19.23,No,1921,MUT,Female,P1,F,TRUE,,Background_2,7696,14.414,0,85,110930,110930
5.2.23_P1_F,5.2.23,5.19.23,No,1921,MUT,Female,P1,F,TRUE,,Background_3,8652,13.093,0,90,113282,113282
5.2.23_P1_F,5.2.23,5.19.23,No,1921,MUT,Female,P1,F,TRUE,,Background_4,6336,15.523,0,109,98356,98356
5.2.23_P1_F,5.2.23,5.19.23,No,1921,MUT,Female,P1,F,TRUE,,Contralateral,1263980,38.625,0,255,48821210,48821210
5.2.23_P1_F,5.2.23,5.19.23,No,1921,MUT,Female,P1,F,TRUE,,Ipsilateral,1074407,22.635,0,255,24318936,24318936
5.9.23_P1_A,5.9.23,5.11.23,No,1921,MUT,Female,P1,A,TRUE,,Background_1,10692,33.832,0,136,361729,361729
5.9.23_P1_A,5.9.23,5.11.23,No,1921,MUT,Female,P1,A,TRUE,,Background_2,10692,48.587,0,255,519490,519490
5.9.23_P1_A,5.9.23,5.11.23,No,1921,MUT,Female,P1,A,TRUE,,Background_3,8068,42.556,0,203,343338,343338
5.9.23_P1_A,5.9.23,5.11.23,No,1921,MUT,Female,P1,A,TRUE,,Background_4,13676,38.795,0,255,530560,530560
5.9.23_P1_A,5.9.23,5.11.23,No,1921,MUT,Female,P1,A,TRUE,,Contralateral,1626549,77.625,0,255,126260857,126260857
5.9.23_P1_A,5.9.23,5.11.23,No,1921,MUT,Female,P1,A,TRUE,,Ipsilateral,1403924,69.587,0,255,97694877,97694877
5.9.23_P1_B,5.9.23,5.12.23,No,1921,MUT,Female,P1,B,TRUE,,Background_1,12064,60.34,0,255,727945,727945
5.9.23_P1_B,5.9.23,5.12.23,No,1921,MUT,Female,P1,B,TRUE,,Background_2,11264,65.334,0,255,735921,735921
5.9.23_P1_B,5.9.23,5.12.23,No,1921,MUT,Female,P1,B,TRUE,,Background_3,13684,66.159,0,255,905317,905317
5.9.23_P1_B,5.9.23,5.12.23,No,1921,MUT,Female,P1,B,TRUE,,Background_4,12892,75.011,0,255,967036,967036
5.9.23_P1_B,5.9.23,5.12.23,No,1921,MUT,Female,P1,B,TRUE,,Contralateral,1759664,105.883,0,255,186318906,186318906
5.9.23_P1_B,5.9.23,5.12.23,No,1921,MUT,Female,P1,B,TRUE,,Ipsilateral,1479180,100.525,0,255,148694374,148694374
5.9.23_P1_C,5.9.23,5.12.23,No,1907,HET,Female,P1,C,TRUE,,Background_1,8652,16.591,0,113,143547,143547
5.9.23_P1_C,5.9.23,5.12.23,No,1907,HET,Female,P1,C,TRUE,,Background_2,9248,24.843,0,117,229752,229752
5.9.23_P1_C,5.9.23,5.12.23,No,1907,HET,Female,P1,C,TRUE,,Background_3,7696,18.77,0,108,144457,144457
5.9.23_P1_C,5.9.23,5.12.23,No,1907,HET,Female,P1,C,TRUE,,Background_4,8652,12.93,0,99,111870,111870
5.9.23_P1_C,5.9.23,5.12.23,No,1907,HET,Female,P1,C,TRUE,,Contralateral,1506780,41.573,0,255,62641982,62641982
5.9.23_P1_C,5.9.23,5.12.23,No,1907,HET,Female,P1,C,TRUE,,Ipsilateral,1439016,35.228,0,255,50693301,50693301
5.9.23_P1_D,5.9.23,5.12.23,No,1907,HET,Female,P1,D,TRUE,,Background_1,8652,21.767,0,127,188330,188330
5.9.23_P1_D,5.9.23,5.12.23,No,1907,HET,Female,P1,D,TRUE,,Background_2,9676,14.267,0,100,138046,138046
5.9.23_P1_D,5.9.23,5.12.23,No,1907,HET,Female,P1,D,TRUE,,Background_3,7696,18.26,0,144,140528,140528
5.9.23_P1_D,5.9.23,5.12.23,No,1907,HET,Female,P1,D,TRUE,,Background_4,13004,24.196,0,134,314639,314639
5.9.23_P1_D,5.9.23,5.12.23,No,1907,HET,Female,P1,D,TRUE,,Contralateral,1391781,44.913,0,255,62509077,62509077
5.9.23_P1_D,5.9.23,5.12.23,No,1907,HET,Female,P1,D,TRUE,,Ipsilateral,1374525,36.996,0,255,50851886,50851886
6.20.23_P1_E,6.20.23,7.10.23,No,1904,MUT,Male,P1,E,TRUE,,Background_1,11204,19.585,0,112,219434,219434
6.20.23_P1_E,6.20.23,7.10.23,No,1904,MUT,Male,P1,E,TRUE,,Background_2,11204,13.491,0,109,151149,151149
6.20.23_P1_E,6.20.23,7.10.23,No,1904,MUT,Male,P1,E,TRUE,,Background_3,11204,14.304,0,128,160260,160260
6.20.23_P1_E,6.20.23,7.10.23,No,1904,MUT,Male,P1,E,TRUE,,Background_4,11204,12.941,0,204,144989,144989
6.20.23_P1_E,6.20.23,7.10.23,No,1904,MUT,Male,P1,E,TRUE,,Contralateral,1445325,31.23,0,255,45137079,45137079
6.20.23_P1_E,6.20.23,7.10.23,No,1904,MUT,Male,P1,E,TRUE,,Ipsilateral,1275288,38.13,0,255,48627071,48627071
6.5.23_P1_B,6.5.23,6.8.23,No,1920,WT,Female,P1,B,TRUE,,Background_1,8604,34.177,0,173,294059,294059
6.5.23_P1_B,6.5.23,6.8.23,No,1920,WT,Female,P1,B,TRUE,,Background_2,27984,37.236,0,217,1042019,1042019
6.5.23_P1_B,6.5.23,6.8.23,No,1920,WT,Female,P1,B,TRUE,,Background_3,10756,25.481,0,255,274073,274073
6.5.23_P1_B,6.5.23,6.8.23,No,1920,WT,Female,P1,B,TRUE,,Background_4,12212,38.415,0,208,469123,469123
6.5.23_P1_B,6.5.23,6.8.23,No,1920,WT,Female,P1,B,TRUE,,Contralateral,1419872,75.095,0,255,106624841,106624841
6.5.23_P1_B,6.5.23,6.8.23,No,1920,WT,Female,P1,B,TRUE,,Ipsilateral,1072050,76.955,0,255,82499443,82499443
6.5.23_P1_C,6.5.23,6.9.23,No,19,WT,Female,P1,C,TRUE,,Background_1,11872,19.102,0,122,226779,226779
6.5.23_P1_C,6.5.23,6.9.23,No,19,WT,Female,P1,C,TRUE,,Background_2,15616,27.797,0,180,434083,434083
6.5.23_P1_C,6.5.23,6.9.23,No,19,WT,Female,P1,C,TRUE,,Background_3,11204,26.245,0,132,294046,294046
6.5.23_P1_C,6.5.23,6.9.23,No,19,WT,Female,P1,C,TRUE,,Background_4,10576,26.979,0,151,285327,285327
6.5.23_P1_C,6.5.23,6.9.23,No,19,WT,Female,P1,C,TRUE,,Contralateral,1720719,111.298,0,255,191512878,191512878
6.5.23_P1_C,6.5.23,6.9.23,No,19,WT,Female,P1,C,TRUE,,Ipsilateral,1712541,114.084,0,255,195373057,195373057
6.5.23_P1_E,6.5.23,6.9.23,Yes,1921,MUT,Female,P1,E,TRUE,,Background_1,14536,39.597,0,188,575582,575582
6.5.23_P1_E,6.5.23,6.9.23,Yes,1921,MUT,Female,P1,E,TRUE,,Background_2,14496,42.655,0,207,618322,618322
6.5.23_P1_E,6.5.23,6.9.23,Yes,1921,MUT,Female,P1,E,TRUE,,Background_3,14496,28.276,0,180,409895,409895
6.5.23_P1_E,6.5.23,6.9.23,Yes,1921,MUT,Female,P1,E,TRUE,,Background_4,13684,40.959,0,176,560485,560485
6.5.23_P1_E,6.5.23,6.9.23,Yes,1921,MUT,Female,P1,E,TRUE,,Contralateral,1623644,72.233,0,255,117280339,117280339
6.5.23_P1_E,6.5.23,6.9.23,Yes,1921,MUT,Female,P1,E,TRUE,,Ipsilateral,1455896,62.16,0,255,90498248,90498248
6.5.23_P1_F,6.5.23,6.9.23,No,1921,MUT,Female,P1,F,TRUE,,Background_1,8184,49.568,0,249,405661,405661
6.5.23_P1_F,6.5.23,6.9.23,No,1921,MUT,Female,P1,F,TRUE,,Background_2,7696,43.925,0,226,338045,338045
6.5.23_P1_F,6.5.23,6.9.23,No,1921,MUT,Female,P1,F,TRUE,,Background_3,7232,52.4,0,242,378960,378960
6.5.23_P1_F,6.5.23,6.9.23,No,1921,MUT,Female,P1,F,TRUE,,Background_4,5524,53.821,0,219,297306,297306
6.5.23_P1_F,6.5.23,6.9.23,No,1921,MUT,Female,P1,F,TRUE,,Contralateral,1244943,118.847,0,255,147957340,147957340
6.5.23_P1_F,6.5.23,6.9.23,No,1921,MUT,Female,P1,F,TRUE,,Ipsilateral,1053135,61.976,0,255,65268598,65268598
6.5.23_P2_A,6.5.23,6.11.23,No,1914,WT,Male,P2,A,TRUE,,Background_1,11704,49.503,0,255,579379,579379
6.5.23_P2_A,6.5.23,6.11.23,No,1914,WT,Male,P2,A,TRUE,,Background_2,11872,37.683,0,235,447371,447371
6.5.23_P2_A,6.5.23,6.11.23,No,1914,WT,Male,P2,A,TRUE,,Background_3,14316,40.376,0,255,578024,578024
6.5.23_P2_A,6.5.23,6.11.23,No,1914,WT,Male,P2,A,TRUE,,Background_4,13064,41.641,0,236,543995,543995
6.5.23_P2_A,6.5.23,6.11.23,No,1914,WT,Male,P2,A,TRUE,,Contralateral,1774065,101.381,0,255,179855932,179855932
6.5.23_P2_A,6.5.23,6.11.23,No,1914,WT,Male,P2,A,TRUE,,Ipsilateral,1845243,70.342,0,255,129797740,129797740
6.5.23_P2_B,6.5.23,6.11.23,No,1914,WT,Male,P2,B,TRUE,,Background_1,22064,50.456,0,255,1113267,1113267
6.5.23_P2_B,6.5.23,6.11.23,No,1914,WT,Male,P2,B,TRUE,,Background_2,19116,50.448,0,255,964366,964366
6.5.23_P2_B,6.5.23,6.11.23,No,1914,WT,Male,P2,B,TRUE,,Background_3,26924,59.98,0,255,1614906,1614906
6.5.23_P2_B,6.5.23,6.11.23,No,1914,WT,Male,P2,B,TRUE,,Background_4,19116,34.299,0,240,655656,655656
6.5.23_P2_B,6.5.23,6.11.23,No,1914,WT,Male,P2,B,TRUE,,Contralateral,1643490,95.395,0,255,156781240,156781240
6.5.23_P2_B,6.5.23,6.11.23,No,1914,WT,Male,P2,B,TRUE,,Ipsilateral,1548702,86.314,0,255,133673895,133673895
6.5.23_P2_D,6.5.23,6.11.23,No,35,MUT,Female,P2,D,TRUE,,Background_1,13676,19.422,0,225,265614,265614
6.5.23_P2_D,6.5.23,6.11.23,No,35,MUT,Female,P2,D,TRUE,,Background_2,11704,28.607,0,154,334814,334814
6.5.23_P2_D,6.5.23,6.11.23,No,35,MUT,Female,P2,D,TRUE,,Background_3,14252,25.172,0,255,358754,358754
6.5.23_P2_D,6.5.23,6.11.23,No,35,MUT,Female,P2,D,TRUE,,Background_4,14924,30.009,0,173,447851,447851
6.5.23_P2_D,6.5.23,6.11.23,No,35,MUT,Female,P2,D,TRUE,,Contralateral,1852617,120.362,0,255,222984812,222984812
6.5.23_P2_D,6.5.23,6.11.23,No,35,MUT,Female,P2,D,TRUE,,Ipsilateral,1468020,85.423,0,255,125402099,125402099
7.6.23_P1_F,7.6.23,7.10.23,No,1904,MUT,Male,P1,F,TRUE,,Background_1,6336,15.391,0,96,97520,97520
7.6.23_P1_F,7.6.23,7.10.23,No,1904,MUT,Male,P1,F,TRUE,,Background_2,6336,15.666,0,127,99259,99259
7.6.23_P1_F,7.6.23,7.10.23,No,1904,MUT,Male,P1,F,TRUE,,Background_3,6336,14.321,0,132,90735,90735
7.6.23_P1_F,7.6.23,7.10.23,No,1904,MUT,Male,P1,F,TRUE,,Background_4,6336,14.666,0,202,92923,92923
7.6.23_P1_F,7.6.23,7.10.23,No,1904,MUT,Male,P1,F,TRUE,,Contralateral,1892408,51.639,0,255,97721426,97721426
7.6.23_P1_F,7.6.23,7.10.23,No,1904,MUT,Male,P1,F,TRUE,,Ipsilateral,1309926,38.777,0,255,50795119,50795119
7.6.23_P2_A,7.6.23,7.10.23,"Yes, abnormally high background",1906,WT,Male,P2,A,TRUE,,Background_1,14536,60.555,0,255,880232,880232
7.6.23_P2_A,7.6.23,7.10.23,"Yes, abnormally high background",1906,WT,Male,P2,A,TRUE,,Background_2,14536,76.503,0,255,1112041,1112041
7.6.23_P2_A,7.6.23,7.10.23,"Yes, abnormally high background",1906,WT,Male,P2,A,TRUE,,Background_3,14536,81.72,0,255,1187879,1187879
7.6.23_P2_A,7.6.23,7.10.23,"Yes, abnormally high background",1906,WT,Male,P2,A,TRUE,,Background_4,14536,56.928,0,255,827501,827501
7.6.23_P2_A,7.6.23,7.10.23,"Yes, abnormally high background",1906,WT,Male,P2,A,TRUE,,Contralateral,1472868,108.044,0,255,159133945,159133945
7.6.23_P2_A,7.6.23,7.10.23,"Yes, abnormally high background",1906,WT,Male,P2,A,TRUE,,Ipsilateral,1442116,86.98,0,255,125434700,125434700
9.11.23_P1_A,9.11.23,9.13.23,No,1906,WT,Male,P1,A,TRUE,,Background_1,71548,51.175,0,255,3661444,3661444
9.11.23_P1_A,9.11.23,9.13.23,No,1906,WT,Male,P1,A,TRUE,,Background_2,71548,45.921,0,255,3285548,3285548
9.11.23_P1_A,9.11.23,9.13.23,No,1906,WT,Male,P1,A,TRUE,,Background_3,71548,54.012,0,255,3864480,3864480
9.11.23_P1_A,9.11.23,9.13.23,No,1906,WT,Male,P1,A,TRUE,,Background_4,71548,43.7,0,255,3126614,3126614
9.11.23_P1_A,9.11.23,9.13.23,No,1906,WT,Male,P1,A,TRUE,,Contralateral,1654800,168.307,0,255,278514081,278514081
9.11.23_P1_A,9.11.23,9.13.23,No,1906,WT,Male,P1,A,TRUE,,Ipsilateral,1617558,119.306,0,255,192984005,192984005
9.11.23_P1_B,9.11.23,9.17.23,No,1906,WT,Male,P1,B,TRUE,,Background_1,72093,44.738,0,255,3225309,3225309
9.11.23_P1_B,9.11.23,9.17.23,No,1906,WT,Male,P1,B,TRUE,,Background_2,72093,44.154,0,255,3183215,3183215
9.11.23_P1_B,9.11.23,9.17.23,No,1906,WT,Male,P1,B,TRUE,,Background_3,72093,43.161,0,255,3111633,3111633
9.11.23_P1_B,9.11.23,9.17.23,No,1906,WT,Male,P1,B,TRUE,,Background_4,72093,45.584,0,255,3286271,3286271
9.11.23_P1_B,9.11.23,9.17.23,No,1906,WT,Male,P1,B,TRUE,,Contralateral,1191714,126.479,0,255,150726334,150726334
9.11.23_P1_B,9.11.23,9.17.23,No,1906,WT,Male,P1,B,TRUE,,Ipsilateral,1020975,58.433,0,255,59658612,59658612
9.11.23_P1_C,9.11.23,9.17.23,No,1910,MUT,Female,P1,C,TRUE,,Background_1,77520,42.583,0,255,3301003,3301003
9.11.23_P1_C,9.11.23,9.17.23,No,1910,MUT,Female,P1,C,TRUE,,Background_2,77520,46.592,0,255,3611792,3611792
9.11.23_P1_C,9.11.23,9.17.23,No,1910,MUT,Female,P1,C,TRUE,,Background_3,77520,47.75,0,255,3701587,3701587
9.11.23_P1_C,9.11.23,9.17.23,No,1910,MUT,Female,P1,C,TRUE,,Background_4,77520,43.367,0,255,3361823,3361823
9.11.23_P1_C,9.11.23,9.17.23,No,1910,MUT,Female,P1,C,TRUE,,Contralateral,1685650,134.224,0,255,226254963,226254963
9.11.23_P1_C,9.11.23,9.17.23,No,1910,MUT,Female,P1,C,TRUE,,Ipsilateral,1519662,100.111,0,255,152135536,152135536
9.11.23_P1_D,9.11.23,9.17.23,No,1910,MUT,Female,P1,D,TRUE,,Background_1,38671,38.538,0,210,1490300,1490300
9.11.23_P1_D,9.11.23,9.17.23,No,1910,MUT,Female,P1,D,TRUE,,Background_2,38671,38.027,0,255,1470556,1470556
9.11.23_P1_D,9.11.23,9.17.23,No,1910,MUT,Female,P1,D,TRUE,,Background_3,38671,38.737,0,227,1498012,1498012
9.11.23_P1_D,9.11.23,9.17.23,No,1910,MUT,Female,P1,D,TRUE,,Background_4,38671,33.979,0,176,1314011,1314011
9.11.23_P1_D,9.11.23,9.17.23,No,1910,MUT,Female,P1,D,TRUE,,Contralateral,1365191,128.166,0,255,174970575,174970575
9.11.23_P1_D,9.11.23,9.17.23,No,1910,MUT,Female,P1,D,TRUE,,Ipsilateral,1596016,101.121,0,255,161391301,161391301
9.11.23_P1_E,9.11.23,9.13.23,No,1943,HET,Male,P1,E,TRUE,,Background_1,81064,62.865,0,255,5096053,5096053
9.11.23_P1_E,9.11.23,9.13.23,No,1943,HET,Male,P1,E,TRUE,,Background_2,81064,66.912,0,255,5424121,5424121
9.11.23_P1_E,9.11.23,9.13.23,No,1943,HET,Male,P1,E,TRUE,,Background_3,81064,71.763,0,255,5817367,5817367
9.11.23_P1_E,9.11.23,9.13.23,No,1943,HET,Male,P1,E,TRUE,,Background_4,81064,62.726,0,255,5084845,5084845
9.11.23_P1_E,9.11.23,9.13.23,No,1943,HET,Male,P1,E,TRUE,,Contralateral,1521376,147.219,0,255,223975374,223975374
9.11.23_P1_E,9.11.23,9.13.23,No,1943,HET,Male,P1,E,TRUE,,Ipsilateral,1495804,105.506,0,255,157815755,157815755
9.11.23_P1_F,9.11.23,9.17.23,No,1943,HET,Male,P1,F,TRUE,,Background_1,42304,74.765,1,255,3162878,3162878
9.11.23_P1_F,9.11.23,9.17.23,No,1943,HET,Male,P1,F,TRUE,,Background_2,42304,71.934,0,255,3043084,3043084
9.11.23_P1_F,9.11.23,9.17.23,No,1943,HET,Male,P1,F,TRUE,,Background_3,42304,82.473,0,255,3488942,3488942
9.11.23_P1_F,9.11.23,9.17.23,No,1943,HET,Male,P1,F,TRUE,,Background_4,42304,82.599,0,255,3494276,3494276
9.11.23_P1_F,9.11.23,9.17.23,Yes,1943,HET,Male,P1,F,TRUE,lines; probably exclude contralateral measurement,Contralateral,474653,194.288,0,255,92219480,92219480
9.11.23_P1_F,9.11.23,9.17.23,No,1943,HET,Male,P1,F,TRUE,,Ipsilateral,1435862,108.559,0,255,155875132,155875132
9.11.23_P2_A,9.11.23,9.17.23,No,1937,WT,Male,P2,A,TRUE,,Background_1,49964,41.402,0,212,2068607,2068607
9.11.23_P2_A,9.11.23,9.17.23,No,1937,WT,Male,P2,A,TRUE,,Background_2,49964,45.726,0,255,2284675,2284675
9.11.23_P2_A,9.11.23,9.17.23,No,1937,WT,Male,P2,A,TRUE,,Background_3,49964,44.123,0,246,2204575,2204575
9.11.23_P2_A,9.11.23,9.17.23,No,1937,WT,Male,P2,A,TRUE,,Background_4,49964,40.567,0,185,2026888,2026888
9.11.23_P2_A,9.11.23,9.17.23,No,1937,WT,Male,P2,A,TRUE,,Contralateral,1516269,128.472,0,255,194797565,194797565
9.11.23_P2_A,9.11.23,9.17.23,No,1937,WT,Male,P2,A,TRUE,,Ipsilateral,1036968,82.189,0,255,85227511,85227511
9.11.23_P2_B,9.11.23,9.15.23,No,1937,WT,Male,P2,B,TRUE,,Background_1,62436,37.852,0,213,2363298,2363298
9.11.23_P2_B,9.11.23,9.15.23,No,1937,WT,Male,P2,B,TRUE,,Background_2,62436,39.23,0,232,2449390,2449390
9.11.23_P2_B,9.11.23,9.15.23,No,1937,WT,Male,P2,B,TRUE,,Background_3,62436,45.814,0,222,2860460,2860460
9.11.23_P2_B,9.11.23,9.15.23,No,1937,WT,Male,P2,B,TRUE,,Background_4,62436,40.488,0,209,2527933,2527933
9.11.23_P2_B,9.11.23,9.15.23,No,1937,WT,Male,P2,B,TRUE,,Contralateral,1534740,141.625,0,255,217357696,217357696
9.11.23_P2_B,9.11.23,9.15.23,No,1937,WT,Male,P2,B,TRUE,,Ipsilateral,1833891,90.911,0,255,166720220,166720220
9.11.23_P3_A,9.11.23,9.13.23,No,12,WT,Male,P3,A,TRUE,,Background_1,84520,49.135,0,255,4152865,4152865
9.11.23_P3_A,9.11.23,9.13.23,No,12,WT,Male,P3,A,TRUE,,Background_2,84520,49.27,0,255,4164270,4164270
9.11.23_P3_A,9.11.23,9.13.23,No,12,WT,Male,P3,A,TRUE,,Background_3,84520,50.141,0,255,4237944,4237944
9.11.23_P3_A,9.11.23,9.13.23,No,12,WT,Male,P3,A,TRUE,,Background_4,84520,53.523,0,255,4523760,4523760
9.11.23_P3_A,9.11.23,9.13.23,No,12,WT,Male,P3,A,TRUE,,Contralateral,1641584,168.771,0,255,277052249,277052249
9.11.23_P3_A,9.11.23,9.13.23,No,12,WT,Male,P3,A,TRUE,,Ipsilateral,1634780,118.751,0,255,194131059,194131059
9.11.23_P2_F,9.11.23,9.15.23,No,1945,HET,Male,P2,F,TRUE,,Background_1,48532,90.222,0,255,4378644,4378644
9.11.23_P2_F,9.11.23,9.15.23,No,1945,HET,Male,P2,F,TRUE,,Background_2,48532,77.988,0,255,3784933,3784933
9.11.23_P2_F,9.11.23,9.15.23,No,1945,HET,Male,P2,F,TRUE,,Background_3,48532,75.371,0,255,3657890,3657890
9.11.23_P2_F,9.11.23,9.15.23,No,1945,HET,Male,P2,F,TRUE,,Background_4,48532,77.962,0,255,3783669,3783669
9.11.23_P2_F,9.11.23,9.15.23,No,1945,HET,Male,P2,F,TRUE,,Contralateral,1777368,136.569,0,255,242732582,242732582
9.11.23_P2_F,9.11.23,9.15.23,No,1945,HET,Male,P2,F,TRUE,,Ipsilateral,1440786,123.413,0,255,177812204,177812204
9.11.23_P2_E,9.11.23,9.17.23,No,1945,HET,Male,P2,E,TRUE,"background too high, consider excluding",Background_1,33960,78.608,0,255,2669512,2669512
9.11.23_P2_E,9.11.23,9.17.23,No,1945,HET,Male,P2,E,TRUE,,Background_2,33960,80.52,0,255,2734475,2734475
9.11.23_P2_E,9.11.23,9.17.23,No,1945,HET,Male,P2,E,TRUE,,Background_3,33960,86.712,0,255,2944756,2944756
9.11.23_P2_E,9.11.23,9.17.23,No,1945,HET,Male,P2,E,TRUE,,Background_4,33960,96.774,0,255,3286458,3286458
9.11.23_P2_E,9.11.23,9.17.23,No,1945,HET,Male,P2,E,TRUE,,Contralateral,983506,111.705,0,255,109862423,109862423
9.11.23_P2_E,9.11.23,9.17.23,No,1945,HET,Male,P2,E,TRUE,,Ipsilateral,1074296,109.823,0,255,117982566,117982566
