Date of Experiment_Day_1,Date of Experiment_Day_1,Date_Imaged,Date_Imaged_GFAP,MouseID,Cohort,Genotype,Sex,Well_ID,Plate (X of X for the week),"Section (A,B,C,D,E,F)",Category,Slice ,Count,Total Area,Average Size,%Area,Mean,IntDen,Particle_Size,Threshold,Comments
,10.30.23,2.2.24,2.2.24,665,One,MUT,,,P1,E,Striatum_2,P1_E_1030.23_Ms_GFAP_right_Stitch.tif,602,2691,4.47,0.426,255,1139.875,0-Inf,70,
,10.30.23,2.2.24,2.2.24,665,One,MUT,,,P1,E,Striatum_2,P1_E_1030.23_Ms_GFAP_right_Stitch.tif,563,1153,2.048,0.183,255,522.229,1-10,70,
,10.30.23,2.2.24,2.2.24,665,One,MUT,,,P1,E,Striatum_2,P1_E_1030.23_Ms_GFAP_right_Stitch.tif,86,482,5.605,0.076,255,1429.186,3.5-10,70,
,10.30.23,2.2.24,2.2.24,665,One,MUT,,,P1,F,Striatum_1,P1_F_1030.23_Ms_GFAP_Stitch-1.tif,1040,3680,3.538,0.551,255,902.308,0-Inf,70,
,10.30.23,2.2.24,2.2.24,665,One,MUT,,,P1,F,Striatum_1,P1_F_1030.23_Ms_GFAP_Stitch-1.tif,980,2095,2.138,0.314,255,545.128,1-10,70,
,10.30.23,2.2.24,2.2.24,665,One,MUT,,,P1,F,Striatum_1,P1_F_1030.23_Ms_GFAP_Stitch-1.tif,153,906,5.922,0.136,255,1510,3.5-10,70,
,10.30.23,2.2.24,2.2.24,665,One,MUT,,,P1,F,Striatum_2,NA,NA,NA,NA,NA,NA,NA,0-Inf,70,
,10.30.23,2.2.24,2.2.24,665,One,MUT,,,P1,F,Striatum_2,NA,NA,NA,NA,NA,NA,NA,1-10,70,
,10.30.23,2.2.24,2.2.24,665,One,MUT,,,P1,F,Striatum_2,NA,NA,NA,NA,NA,NA,NA,3.5-10,70,
,10.30.23,2.4.24,2.4.24,663,One,WT,,,P2,A,Striatum_1,P2_A_103023._Ms_GFAP_Stitch.tif,683,2624,3.842,0.222,255,979.678,0-Inf,60,
,10.30.23,2.4.24,2.4.24,663,One,WT,,,P2,A,Striatum_1,P2_A_103023._Ms_GFAP_Stitch.tif,624,1435,2.3,0.122,255,586.418,1-10,60,
,10.30.23,2.4.24,2.4.24,663,One,WT,,,P2,A,Striatum_1,P2_A_103023._Ms_GFAP_Stitch.tif,112,675,6.027,0.057,255,1536.83,3.5-10,60,
,10.30.23,2.4.24,2.4.24,663,One,WT,,,P2,A,Striatum_2,P2_A_103023._Ms_GFAP_Stitch.tif,1162,6347,5.462,0.569,255,1392.844,0-Inf,60,
,10.30.23,2.4.24,2.4.24,663,One,WT,,,P2,A,Striatum_2,P2_A_103023._Ms_GFAP_Stitch.tif,1064,2406,2.261,0.216,255,576.626,1-10,60,
,10.30.23,2.4.24,2.4.24,663,One,WT,,,P2,A,Striatum_2,P2_A_103023._Ms_GFAP_Stitch.tif,195,1139,5.841,0.102,255,1489.462,3.5-10,60,
,10.30.23,2.4.24,2.4.24,663,One,WT,,,P2,B,Striatum_1,P2_B_103023._Ms_GFAP_Stitch.tif,1659,7382,4.45,0.677,255,1134.665,0-Inf,50,
,10.30.23,2.4.24,2.4.24,663,One,WT,,,P2,B,Striatum_1,P2_B_103023._Ms_GFAP_Stitch.tif,1525,3402,2.231,0.312,255,568.859,1-10,50,
,10.30.23,2.4.24,2.4.24,663,One,WT,,,P2,B,Striatum_1,P2_B_103023._Ms_GFAP_Stitch.tif,286,1677,5.864,0.154,255,1495.227,3.5-10,50,
,10.30.23,2.4.24,2.4.24,663,One,WT,,,P2,B,Striatum_2,P2_B_103023._Ms_GFAP_Stitch.tif,1723,8957,5.198,0.691,255,1325.615,0-Inf,50,
,10.30.23,2.4.24,2.4.24,663,One,WT,,,P2,B,Striatum_2,P2_B_103023._Ms_GFAP_Stitch.tif,1574,3309,2.102,0.255,255,536.083,1-10,50,
,10.30.23,2.4.24,2.4.24,663,One,WT,,,P2,B,Striatum_2,P2_B_103023._Ms_GFAP_Stitch.tif,255,1512,5.929,0.117,255,1512,3.5-10,50,
,10.30.23,2.4.24,2.4.24,536,One,HET,,,P2,C,Striatum_1,P2_C_103023._Ms_GFAP_Stitch.tif,2725,12395,4.549,0.815,255,1159.899,0-Inf,60,
,10.30.23,2.4.24,2.4.24,536,One,HET,,,P2,C,Striatum_1,P2_C_103023._Ms_GFAP_Stitch.tif,2498,6451,2.582,0.424,255,658.529,1-10,60,
,10.30.23,2.4.24,2.4.24,536,One,HET,,,P2,C,Striatum_1,P2_C_103023._Ms_GFAP_Stitch.tif,610,3571,5.854,0.235,255,1492.795,3.5-10,60,
,10.30.23,2.4.24,2.4.24,536,One,HET,,,P2,C,Striatum_2,NA,NA,NA,NA,NA,NA,NA,0-Inf,60,
,10.30.23,2.4.24,2.4.24,536,One,HET,,,P2,C,Striatum_2,NA,NA,NA,NA,NA,NA,NA,1-10,60,
,10.30.23,2.4.24,2.4.24,536,One,HET,,,P2,C,Striatum_2,NA,NA,NA,NA,NA,NA,NA,3.5-10,60,
,10.30.23,2.4.24,2.4.24,536,One,HET,,,P2,D,Striatum_1,P2_D_103023._Ms_GFAP_Stitch.tif,2583,10953,4.24,0.752,255,1081.307,0-Inf,60,unsure about this one for area selection
,10.30.23,2.4.24,2.4.24,536,One,HET,,,P2,D,Striatum_1,P2_D_103023._Ms_GFAP_Stitch.tif,2425,6232,2.57,0.428,255,655.324,1-10,60,
,10.30.23,2.4.24,2.4.24,536,One,HET,,,P2,D,Striatum_1,P2_D_103023._Ms_GFAP_Stitch.tif,603,3387,5.617,0.232,255,1432.313,3.5-10,60,
,10.30.23,2.4.24,2.4.24,536,One,HET,,,P2,D,Striatum_2,NA,NA,NA,NA,NA,NA,NA,0-Inf,,
,10.30.23,2.4.24,2.4.24,536,One,HET,,,P2,D,Striatum_2,NA,NA,NA,NA,NA,NA,NA,1-10,,
,10.30.23,2.4.24,2.4.24,536,One,HET,,,P2,D,Striatum_2,NA,NA,NA,NA,NA,NA,NA,3.5-10,,
,10.30.23,2.4.24,2.4.24,665,One,MUT,,,P2,E,Striatum_1,P2_E_103023._Ms_GFAP_Stitch_Stitch-1.tif,1646,4794,2.913,0.306,255,742.691,0-Inf,60,
,10.30.23,2.4.24,2.4.24,665,One,MUT,,,P2,E,Striatum_1,P2_E_103023._Ms_GFAP_Stitch_Stitch-1.tif,1575,3494,2.218,0.223,255,565.695,1-10,60,
,10.30.23,2.4.24,2.4.24,665,One,MUT,,,P2,E,Striatum_1,P2_E_103023._Ms_GFAP_Stitch_Stitch-1.tif,281,1607,5.719,0.103,255,1458.31,3.5-10,60,
,10.30.23,2.4.24,2.4.24,665,One,MUT,,,P2,E,Striatum_2,P2_E_103023._Ms_GFAP_Stitch_Stitch-1.tif,621,1764,2.841,0.149,255,724.348,0-Inf,60,
,10.30.23,2.4.24,2.4.24,665,One,MUT,,,P2,E,Striatum_2,P2_E_103023._Ms_GFAP_Stitch_Stitch-1.tif,595,1305,2.193,0.11,255,559.286,1-10,60,
,10.30.23,2.4.24,2.4.24,665,One,MUT,,,P2,E,Striatum_2,P2_E_103023._Ms_GFAP_Stitch_Stitch-1.tif,101,619,6.129,0.052,255,1562.822,3.5-10,60,
,10.30.23,2.4.24,2.4.24,665,One,MUT,,,P2,F,Striatum_1,P2_F_103023._Ms_GFAP_Stitch.tif,521,2136,4.1,0.224,255,1045.451,0-Inf,60,
,10.30.23,2.4.24,2.4.24,665,One,MUT,,,P2,F,Striatum_1,P2_F_103023._Ms_GFAP_Stitch.tif,476,1091,2.292,0.114,255,584.464,1-10,60,
,10.30.23,2.4.24,2.4.24,665,One,MUT,,,P2,F,Striatum_1,P2_F_103023._Ms_GFAP_Stitch.tif,88,526,5.977,0.055,255,1524.205,3.5-10,60,
,10.30.23,2.4.24,2.4.24,665,One,MUT,,,P2,F,Striatum_2,P2_F_103023._Ms_GFAP_Stitch.tif,938,4871,5.193,0.253,255,1324.206,0-Inf,60,
,10.30.23,2.4.24,2.4.24,665,One,MUT,,,P2,F,Striatum_2,P2_F_103023._Ms_GFAP_Stitch.tif,849,1879,2.213,0.098,255,564.364,1-10,60,
,10.30.23,2.4.24,2.4.24,665,One,MUT,,,P2,F,Striatum_2,P2_F_103023._Ms_GFAP_Stitch.tif,145,903,6.228,0.047,255,1588.034,3.5-10,60,
,10.30.23,2.4.24,2.4.24,962,Three,WT,,,P3,A,Striatum_1,P3_A_1030.23_Ms_GFAP_Stitch.tif,712,3528,4.955,0.237,255,1263.539,0-Inf,70,good tissue slice
,10.30.23,2.4.24,2.4.24,962,Three,WT,,,P3,A,Striatum_1,P3_A_1030.23_Ms_GFAP_Stitch.tif,668,1375,2.058,0.092,255,524.888,1-10,70,good tissue slice
,10.30.23,2.4.24,2.4.24,962,Three,WT,,,P3,A,Striatum_1,P3_A_1030.23_Ms_GFAP_Stitch.tif,94,566,6.021,0.038,255,1535.426,3.5-10,70,good tissue slice
,10.30.23,2.4.24,2.4.24,962,Three,WT,,,P3,A,Striatum_2,P3_A_1030.23_Ms_GFAP_Stitch.tif,634,2532,3.994,0.168,255,1018.391,0-Inf,70,good tissue slice
,10.30.23,2.4.24,2.4.24,962,Three,WT,,,P3,A,Striatum_2,P3_A_1030.23_Ms_GFAP_Stitch.tif,596,1211,2.032,0.08,255,518.129,1-10,70,good tissue slice
,10.30.23,2.4.24,2.4.24,962,Three,WT,,,P3,A,Striatum_2,P3_A_1030.23_Ms_GFAP_Stitch.tif,87,515,5.92,0.034,255,1509.483,3.5-10,70,good tissue slice
,10.30.23,2.4.24,2.4.24,962,Three,WT,,,P3,B,Striatum_1,P3_B_103023_Ms_GFAP_Stitch-1.tif,627,1698,2.708,0.136,255,690.574,,70,good tissue slice
,10.30.23,2.4.24,2.4.24,962,Three,WT,,,P3,B,Striatum_1,P3_B_103023_Ms_GFAP_Stitch-1.tif,601,1214,2.02,0.097,255,515.092,,70,good tissue slice
,10.30.23,2.4.24,2.4.24,962,Three,WT,,,P3,B,Striatum_1,P3_B_103023_Ms_GFAP_Stitch-1.tif,82,479,5.841,0.038,255,1489.573,,70,good tissue slice
,10.30.23,2.4.24,2.4.24,962,Three,WT,,,P3,B,Striatum_2,P3_B_103023_Ms_GFAP_Stitch-1.tif,844,3220,3.815,0.207,255,972.867,,70,good tissue slice
,10.30.23,2.4.24,2.4.24,962,Three,WT,,,P3,B,Striatum_2,P3_B_103023_Ms_GFAP_Stitch-1.tif,801,1721,2.149,0.111,255,547.884,,70,good tissue slice
,10.30.23,2.4.24,2.4.24,962,Three,WT,,,P3,B,Striatum_2,P3_B_103023_Ms_GFAP_Stitch-1.tif,141,785,5.567,0.05,255,1419.681,,70,good tissue slice
,10.30.23,2.4.24,2.4.24,719,One,HET,,,P3,C,Striatum_1,P3_C_103023_Ms_GFAP_Stitch.tif,486,751,1.545,0.056,255,394.043,,70,
,10.30.23,2.4.24,2.4.24,719,One,HET,,,P3,C,Striatum_1,P3_C_103023_Ms_GFAP_Stitch.tif,484,729,1.506,0.054,255,384.081,,70,
,10.30.23,2.4.24,2.4.24,719,One,HET,,,P3,C,Striatum_1,P3_C_103023_Ms_GFAP_Stitch.tif,23,108,4.696,0.008,255,1197.391,,70,
,10.30.23,2.4.24,2.4.24,719,One,HET,,,P3,C,Striatum_2,P3_C_103023_Ms_GFAP_Stitch.tif,362,665,1.837,0.064,255,468.439,,70,
,10.30.23,2.4.24,2.4.24,719,One,HET,,,P3,C,Striatum_2,P3_C_103023_Ms_GFAP_Stitch.tif,359,631,1.758,0.06,255,448.203,,70,
,10.30.23,2.4.24,2.4.24,719,One,HET,,,P3,C,Striatum_2,P3_C_103023_Ms_GFAP_Stitch.tif,35,196,5.6,0.019,255,1428,,70,
,10.30.23,2.12.24,2.12.24,719,One,HET,,,P3,D,,P3_D_103023_Ms_GFAP_Stitch.tif,785,2292,2.92,0.299,255,744.535,,70,
,10.30.23,2.12.24,2.12.24,719,One,HET,,,P3,D,,P3_D_103023_Ms_GFAP_Stitch.tif,750,1665,2.22,0.217,255,566.1,,70,
,10.30.23,2.12.24,2.12.24,719,One,HET,,,P3,D,,P3_D_103023_Ms_GFAP_Stitch.tif,137,786,5.737,0.102,255,1462.993,,70,
,10.30.23,2.12.24,2.12.24,719,One,HET,,,P3,D,,P3_D_103023_Ms_GFAP_Stitch.tif,854,2236,2.618,0.295,255,667.658,,70,
,10.30.23,2.12.24,2.12.24,719,One,HET,,,P3,D,,P3_D_103023_Ms_GFAP_Stitch.tif,822,1732,2.107,0.228,255,537.299,,70,
,10.30.23,2.12.24,2.12.24,719,One,HET,,,P3,D,,P3_D_103023_Ms_GFAP_Stitch.tif,129,728,5.643,0.096,255,1439.07,,70,
,10.30.23,2.12.24,2.12.24,667,One,MUT,,,P3,E,,P3_E_103023_Ms_GFAP_Stitch.tif,580,1867,3.219,0.118,255,820.836,,70,
,10.30.23,2.12.24,2.12.24,667,One,MUT,,,P3,E,,P3_E_103023_Ms_GFAP_Stitch.tif,547,1071,1.958,0.068,255,499.278,,70,
,10.30.23,2.12.24,2.12.24,667,One,MUT,,,P3,E,,P3_E_103023_Ms_GFAP_Stitch.tif,71,434,6.113,0.027,255,1558.732,,70,
,10.30.23,2.12.24,2.12.24,667,One,MUT,,,P3,E,,P3_E_103023_Ms_GFAP_Stitch.tif,1379,6001,4.352,0.475,255,1109.685,,70,
,10.30.23,2.12.24,2.12.24,667,One,MUT,,,P3,E,,P3_E_103023_Ms_GFAP_Stitch.tif,1280,2684,2.097,0.213,255,534.703,,70,
,10.30.23,2.12.24,2.12.24,667,One,MUT,,,P3,E,,P3_E_103023_Ms_GFAP_Stitch.tif,192,1169,6.089,0.093,255,1552.578,,70,
,10.30.23,2.12.24,2.12.24,667,One,MUT,,,P3,F,,P3_F_103023_Ms_GFAP_Stitch.tif,680,2263,3.328,0.214,255,848.625,,70,
,10.30.23,2.12.24,2.12.24,667,One,MUT,,,P3,F,,P3_F_103023_Ms_GFAP_Stitch.tif,634,1297,2.046,0.123,255,521.664,,,
,10.30.23,2.12.24,2.12.24,667,One,MUT,,,P3,F,,P3_F_103023_Ms_GFAP_Stitch.tif,92,524,5.696,0.05,255,1452.391,,,
,10.30.23,2.12.24,2.12.24,667,One,MUT,,,P3,F,,P3_F_103023_Ms_GFAP_Stitch.tif,844,3334,3.95,0.258,255,1007.31,,,
,10.30.23,2.12.24,2.12.24,667,One,MUT,,,P3,F,,P3_F_103023_Ms_GFAP_Stitch.tif,784,1607,2.05,0.124,255,522.685,,,
,10.30.23,2.12.24,2.12.24,667,One,MUT,,,P3,F,,P3_F_103023_Ms_GFAP_Stitch.tif,109,643,5.899,0.05,255,1504.266,,,
,11.02.23,2.17.24,2.17.24,924,Three,WT,,,P1,B,,P1_B_1_1102.23_Ms_GFAP_Stitch.tif,197,636,3.228,0.042,255,823.249,,60,
,11.02.23,2.17.24,2.17.24,924,Three,WT,,,P1,B,,P1_B_1_1102.23_Ms_GFAP_Stitch.tif,185,380,2.054,0.025,255,523.784,,,
,11.02.23,2.17.24,2.17.24,924,Three,WT,,,P1,B,,P1_B_1_1102.23_Ms_GFAP_Stitch.tif,26,154,5.923,0.01,255,1510.385,,,
,11.02.23,2.17.24,2.17.24,924,Three,WT,,,P1,B,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,2.17.24,2.17.24,924,Three,WT,,,P1,B,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,2.17.24,2.17.24,924,Three,WT,,,P1,B,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,2.17.24,2.17.24,924,Three,WT,,,P1,A,,P1_A_right_1102.23_Ms_GFAP_Stitch.tif,94,266,2.83,0.016,255,721.596,,70,
,11.02.23,2.17.24,2.17.24,924,Three,WT,,,P1,A,,P1_A_right_1102.23_Ms_GFAP_Stitch.tif,89,160,1.798,0.01,255,458.427,,,
,11.02.23,2.17.24,2.17.24,924,Three,WT,,,P1,A,,P1_A_right_1102.23_Ms_GFAP_Stitch.tif,11,56,5.091,0.003,255,1298.182,,,
,11.02.23,2.17.24,2.17.24,924,Three,WT,,,P1,A,,P1_A_left_1102.23_Ms_GFAP_Stitch.tif,56,148,2.643,0.019,255,673.929,,,
,11.02.23,2.17.24,2.17.24,924,Three,WT,,,P1,A,,P1_A_left_1102.23_Ms_GFAP_Stitch.tif,54,120,2.222,0.015,255,566.667,,,
,11.02.23,2.17.24,2.17.24,924,Three,WT,,,P1,A,,P1_A_left_1102.23_Ms_GFAP_Stitch.tif,8,49,6.125,0.006,255,1561.875,,,
,10.30.23,2.17.24,2.17.24,717,One,MUT,,,P4,F,,P4_F_1030.23_Ms_GFAP_Stitch.tif,1270,6036,4.753,0.895,255,1211.953,,60,
,10.30.23,2.17.24,2.17.24,717,One,MUT,,,P4,F,,P4_F_1030.23_Ms_GFAP_Stitch.tif,1141,2634,2.309,0.391,255,588.668,,,
,10.30.23,2.17.24,2.17.24,717,One,MUT,,,P4,F,,P4_F_1030.23_Ms_GFAP_Stitch.tif,236,1386,5.873,0.206,255,1497.585,,,
,10.30.23,2.17.24,2.17.24,717,One,MUT,,,P4,F,,P4_F_1030.23_Ms_GFAP_Stitch.tif,1727,6281,3.637,0.513,255,927.42,,,
,10.30.23,2.17.24,2.17.24,717,One,MUT,,,P4,F,,P4_F_1030.23_Ms_GFAP_Stitch.tif,1600,3411,2.132,0.279,255,543.628,,,
,10.30.23,2.17.24,2.17.24,717,One,MUT,,,P4,F,,P4_F_1030.23_Ms_GFAP_Stitch.tif,262,1509,5.76,0.123,255,1468.683,,,
,10.30.23,2.17.24,2.17.24,717,One,MUT,,,,,,P4_E_1030.23_Ms_GFAP_Stitch.tif,558,2196,3.935,0.135,255,1003.548,,60,
,10.30.23,2.17.24,2.17.24,717,One,MUT,,,,,,P4_E_1030.23_Ms_GFAP_Stitch.tif,514,1142,2.222,0.07,255,566.556,,,
,10.30.23,2.17.24,2.17.24,717,One,MUT,,,,,,P4_E_1030.23_Ms_GFAP_Stitch.tif,88,534,6.068,0.033,255,1547.386,,,
,10.30.23,2.17.24,2.17.24,717,One,MUT,,,,,,P4_E_1030.23_Ms_GFAP_Stitch.tif,398,1702,4.276,0.22,255,1090.477,,,
,10.30.23,2.17.24,2.17.24,717,One,MUT,,,,,,P4_E_1030.23_Ms_GFAP_Stitch.tif,360,754,2.094,0.098,255,534.083,,,
,10.30.23,2.17.24,2.17.24,717,One,MUT,,,,,,P4_E_1030.23_Ms_GFAP_Stitch.tif,56,308,5.5,0.04,255,1402.5,,,
,10.30.23,2.17.24,2.17.24,582,One,HET,,,,,,P4_D_1030.23_Ms_GFAP_Stitch.tif,1371,4680,3.414,0.412,255,870.46,,70,
,10.30.23,2.17.24,2.17.24,582,One,HET,,,,,,P4_D_1030.23_Ms_GFAP_Stitch.tif,1301,2969,2.282,0.262,255,581.933,,,
,10.30.23,2.17.24,2.17.24,582,One,HET,,,,,,P4_D_1030.23_Ms_GFAP_Stitch.tif,234,1299,5.551,0.114,255,1415.577,,,
,10.30.23,2.17.24,2.17.24,582,One,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,10.30.23,2.17.24,2.17.24,582,One,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,10.30.23,2.17.24,2.17.24,582,One,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,10.30.23,2.17.24,2.17.24,582,One,HET,,,,,,P4_C_1030.23_Ms_GFAP_Stitch.tif,163,442,2.712,0.036,255,691.472,,70,bad tissue section
,10.30.23,2.17.24,2.17.24,582,One,HET,,,,,,P4_C_1030.23_Ms_GFAP_Stitch.tif,157,277,1.764,0.023,255,449.904,,,
,10.30.23,2.17.24,2.17.24,582,One,HET,,,,,,P4_C_1030.23_Ms_GFAP_Stitch.tif,15,87,5.8,0.007,255,1479,,,
,10.30.23,2.17.24,2.17.24,582,One,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,10.30.23,2.17.24,2.17.24,582,One,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,10.30.23,2.17.24,2.17.24,582,One,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,10.30.23,2.17.24,2.17.24,838,Two,WT,,,,,,P4_B_1030.23_Ms_GFAP_Stitch-1.tif,453,1456,3.214,0.197,255,819.603,,,
,10.30.23,2.17.24,2.17.24,838,Two,WT,,,,,,P4_B_1030.23_Ms_GFAP_Stitch-1.tif,430,870,2.023,0.118,255,515.93,,,
,10.30.23,2.17.24,2.17.24,838,Two,WT,,,,,,P4_B_1030.23_Ms_GFAP_Stitch-1.tif,58,333,5.741,0.045,255,1464.052,,,
,10.30.23,2.17.24,2.17.24,838,Two,WT,,,,,,P4_B_1030.23_Ms_GFAP_Stitch-1.tif,426,1554,3.648,0.173,255,930.211,,,
,10.30.23,2.17.24,2.17.24,838,Two,WT,,,,,,P4_B_1030.23_Ms_GFAP_Stitch-1.tif,403,906,2.248,0.101,255,573.275,,,
,10.30.23,2.17.24,2.17.24,838,Two,WT,,,,,,P4_B_1030.23_Ms_GFAP_Stitch-1.tif,77,437,5.675,0.049,255,1447.208,,,
,10.30.23,2.17.24,2.17.24,838,Two,WT,,,,,,P4_A_1030.23_Ms_GFAP_Stitch.tif,2617,9980,3.814,0.781,255,972.449,,,
,10.30.23,2.17.24,2.17.24,838,Two,WT,,,,,,P4_A_1030.23_Ms_GFAP_Stitch.tif,2423,5312,2.192,0.416,255,559.043,,,
,10.30.23,2.17.24,2.17.24,838,Two,WT,,,,,,P4_A_1030.23_Ms_GFAP_Stitch.tif,430,2548,5.926,0.199,255,1511.023,,,
,10.30.23,2.17.24,2.17.24,838,Two,WT,,,,,,P4_A_1030.23_Ms_GFAP_Stitch.tif,1908,6420,3.365,0.53,255,858.019,,,
,10.30.23,2.17.24,2.17.24,838,Two,WT,,,,,,P4_A_1030.23_Ms_GFAP_Stitch.tif,1793,3967,2.212,0.327,255,564.186,,,
,10.30.23,2.17.24,2.17.24,838,Two,WT,,,,,,P4_A_1030.23_Ms_GFAP_Stitch.tif,304,1807,5.944,0.149,255,1515.74,,,
,11.02.23,3.3.24,3.3.24,924,Three,WT,,,P2,A,,P2_A_1102.23_Ms_GFAP_Stitch.tif,68,156,2.294,0.01,255,585,,,
,11.02.23,3.3.24,3.3.24,924,Three,WT,,,P2,A,,P2_A_1102.23_Ms_GFAP_Stitch.tif,67,135,2.015,0.009,255,513.806,,,
,11.02.23,3.3.24,3.3.24,924,Three,WT,,,P2,A,,P2_A_1102.23_Ms_GFAP_Stitch.tif,10,53,5.3,0.003,255,1351.5,,,
,11.02.23,3.3.24,3.3.24,924,Three,WT,,,P2,A,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,3.3.24,3.3.24,924,Three,WT,,,P2,A,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,3.3.24,3.3.24,924,Three,WT,,,P2,A,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,3.3.24,3.3.24,899,Three,MUT,,,,,,P1_E_left_1102.23_Ms_GFAP_Stitch-1.tif,154,472,3.065,0.036,255,781.558,,,
,11.02.23,3.3.24,3.3.24,899,Three,MUT,,,,,,P1_E_left_1102.23_Ms_GFAP_Stitch-1.tif,146,333,2.281,0.026,255,581.61,,,
,11.02.23,3.3.24,3.3.24,899,Three,MUT,,,,,,P1_E_left_1102.23_Ms_GFAP_Stitch-1.tif,31,180,5.806,0.014,255,1480.645,,,
,11.02.23,3.3.24,3.3.24,899,Three,MUT,,,,,,P1_E_right_1102.23_Ms_GFAP_Stitch.tif,332,1009,3.039,0.059,255,774.985,,,
,11.02.23,3.3.24,3.3.24,899,Three,MUT,,,,,,P1_E_right_1102.23_Ms_GFAP_Stitch.tif,310,666,2.148,0.039,255,547.839,,,
,11.02.23,3.3.24,3.3.24,899,Three,MUT,,,,,,P1_E_right_1102.23_Ms_GFAP_Stitch.tif,48,284,5.917,0.016,255,1508.75,,,
,11.02.23,3.3.24,3.3.24,872,Two,HET,,,,,,P1_C_1102.23_Ms_GFAP_Stitch.tif,168,453,2.696,0.038,255,687.589,,,
,11.02.23,3.3.24,3.3.24,872,Two,HET,,,,,,P1_C_1102.23_Ms_GFAP_Stitch.tif,161,307,1.907,0.026,255,486.242,,,
,11.02.23,3.3.24,3.3.24,872,Two,HET,,,,,,P1_C_1102.23_Ms_GFAP_Stitch.tif,20,116,5.8,0.01,255,1479,,,
,11.02.23,3.3.24,3.3.24,872,Two,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,3.3.24,3.3.24,872,Two,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,3.3.24,3.3.24,872,Two,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,3.10.24,3.10.24,579,Two,HET,,,,,,P3_C_112.23_Stitch-1.tif,502,1639,3.265,0.211,255,832.56,,,
,11.02.23,3.10.24,3.10.24,579,Two,HET,,,,,,P3_C_112.23_Stitch-1.tif,473,1031,2.18,0.133,255,555.825,,,
,11.02.23,3.10.24,3.10.24,579,Two,HET,,,,,,P3_C_112.23_Stitch-1.tif,80,497,6.213,0.064,255,1584.188,,,
,11.02.23,3.10.24,3.10.24,579,Two,HET,,,,,,P3_C_112.23_Stitch-1.tif,237,620,2.616,0.083,255,667.089,,,
,11.02.23,3.10.24,3.10.24,579,Two,HET,,,,,,P3_C_112.23_Stitch-1.tif,228,456,2,0.061,255,510,,,
,11.02.23,3.10.24,3.10.24,579,Two,HET,,,,,,P3_C_112.23_Stitch-1.tif,28,159,5.679,0.021,255,1448.036,,,
,11.02.23,3.10.24,3.10.24,540,One,WT,,,,,,P3_B_112.23_Stitch.tif,616,2014,3.269,0.123,255,833.718,,,
,11.02.23,3.10.24,3.10.24,540,One,WT,,,,,,P3_B_112.23_Stitch.tif,585,1175,2.009,0.072,255,512.179,,,
,11.02.23,3.10.24,3.10.24,540,One,WT,,,,,,P3_B_112.23_Stitch.tif,83,490,5.904,0.03,255,1505.422,,,
,11.02.23,3.10.24,3.10.24,540,One,WT,,,,,,P3_B_112.23_Stitch.tif,375,980,2.613,0.058,255,666.4,,,
,11.02.23,3.10.24,3.10.24,540,One,WT,,,,,,P3_B_112.23_Stitch.tif,362,761,2.102,0.045,255,536.064,,,
,11.02.23,3.10.24,3.10.24,540,One,WT,,,,,,P3_B_112.23_Stitch.tif,59,335,5.678,0.02,255,1447.881,,,
,11.02.23,3.10.24,3.10.24,540,One,WT,,,,,,P3_A_112.23_Stitch.tif,158,437,2.766,0.023,255,705.285,,,
,11.02.23,3.10.24,3.10.24,540,One,WT,,,,,,P3_A_112.23_Stitch.tif,152,325,2.138,0.017,255,545.23,,,
,11.02.23,3.10.24,3.10.24,540,One,WT,,,,,,P3_A_112.23_Stitch.tif,22,137,6.227,0.007,255,1587.955,,,
,11.02.23,3.10.24,3.10.24,540,One,WT,,,,,,P3_A_112.23_Stitch.tif,116,236,2.034,0.013,255,518.793,,,
,11.02.23,3.10.24,3.10.24,540,One,WT,,,,,,P3_A_112.23_Stitch.tif,114,209,1.833,0.012,255,467.5,,,
,11.02.23,3.10.24,3.10.24,540,One,WT,,,,,,P3_A_112.23_Stitch.tif,14,70,5,0.004,255,1275,,,
,11.02.23,4.2.24,4.2.24,579,Two,HET,,,,,,P3_D_1102.23_Ms_GFAP_Stitch.tif,368,1200,3.261,0.071,255,831.522,,,
,11.02.23,4.2.24,4.2.24,579,Two,HET,,,,,,P3_D_1102.23_Ms_GFAP_Stitch.tif,347,726,2.092,0.043,255,533.516,,,
